date,NDBaI_original,NDBaI_linear,NDBaI_spline
2014-01-01,,-0.2737083936736052,-0.11230547475775292
2014-01-02,,-0.2737083936736052,-0.11214452389058036
2014-01-03,,-0.2737083936736052,-0.11198369086294593
2014-01-04,,-0.2737083936736052,-0.11182297563069919
2014-01-05,,-0.2737083936736052,-0.11166237814968959
2014-01-06,-0.2737083936736052,-0.2737083936736052,-0.2737083936736052
2014-01-07,,-0.25387997249718763,-0.11134153626477972
2014-01-08,,-0.2340515513207701,-0.11118129177257839
2014-01-09,,-0.2142231301443525,-0.11102116485501212
2014-01-10,,-0.19439470896793498,-0.11086115546793032
2014-01-11,,-0.1745662877915174,-0.11070126356718253
2014-01-12,,-0.15473786661509983,-0.1105414891086182
2014-01-13,,-0.13490944543868227,-0.11038183204808678
2014-01-14,,-0.11508102426226471,-0.11022229234143778
2014-01-15,,-0.09525260308584715,-0.11006286994452064
2014-01-16,,-0.0754241819094296,-0.10990356481318486
2014-01-17,,-0.055595760733012034,-0.10974437690327989
2014-01-18,,-0.035767339556594446,-0.10958530617065519
2014-01-19,,-0.015938918380176914,-0.10942635257116029
2014-01-20,,0.0038895027962406736,-0.1092675160606446
2014-01-21,,0.023717923972658206,-0.10910879659495766
2014-01-22,0.043546345149075794,0.043546345149075794,0.043546345149075794
2014-01-23,,0.04121031093235035,-0.1087917086214678
2014-01-24,,0.0388742767156249,-0.10863334002536382
2014-01-25,,0.036538242498899455,-0.10847508829748644
2014-01-26,,0.034202208282174004,-0.10831695339368513
2014-01-27,,0.03186617406544856,-0.10815893526980938
2014-01-28,,0.029530139848723116,-0.10800103388170869
2014-01-29,,0.02719410563199767,-0.10784324918523246
2014-01-30,,0.024858071415272222,-0.10768558113623021
2014-01-31,,0.022522037198546774,-0.1075280296905514
2014-02-01,,0.020186002981821327,-0.10737059480404552
2014-02-02,,0.017849968765095883,-0.10721327643256201
2014-02-03,,0.015513934548370436,-0.10705607453195033
2014-02-04,,0.013177900331644989,-0.10689898905806007
2014-02-05,,0.010841866114919545,-0.1067420199667406
2014-02-06,,0.008505831898194094,-0.10658516721384134
2014-02-07,0.006169797681468653,0.006169797681468653,0.006169797681468653
2014-02-08,,-0.027846577716698327,-0.10627181054670166
2014-02-09,,-0.06186295311486531,-0.10611530654416014
2014-02-10,,-0.09587932851303228,-0.10595891870343678
2014-02-11,,-0.12989570391119926,-0.10580264698038114
2014-02-12,,-0.16391207930936624,-0.10564649133084252
2014-02-13,,-0.1979284547075332,-0.10549045171067052
2014-02-14,,-0.2319448301057002,-0.10533452807571463
2014-02-15,,-0.2659612055038672,-0.10517872038182423
2014-02-16,-0.2999775809020342,-0.2999775809020342,-0.2999775809020342
2014-02-17,,-0.2694521901029059,-0.10486745264063797
2014-02-18,,-0.23892679930377758,-0.10471199250504104
2014-02-19,,-0.20840140850464928,-0.10455664813390754
2014-02-20,,-0.17787601770552097,-0.10440141948308697
2014-02-21,,-0.14735062690639267,-0.10424630650842874
2014-02-22,,-0.11682523610726436,-0.10409130916578238
2014-02-23,-0.08629984530813606,-0.08629984530813606,-0.08629984530813606
2014-02-24,,-0.08726723135108823,-0.10378166119992313
2014-02-25,,-0.08823461739404041,-0.10362701048840915
2014-02-26,,-0.08920200343699258,-0.10347247523230492
2014-02-27,,-0.09016938947994475,-0.10331805538745992
2014-02-28,,-0.09113677552289694,-0.10316375090972361
2014-03-01,,-0.09210416156584911,-0.10300956175494547
2014-03-02,,-0.09307154760880128,-0.10285548787897494
2014-03-03,,-0.09403893365175345,-0.10270152923766153
2014-03-04,,-0.09500631969470563,-0.10254768578685472
2014-03-05,,-0.0959737057376578,-0.1023939574824039
2014-03-06,,-0.09694109178060997,-0.10224034428015868
2014-03-07,,-0.09790847782356216,-0.10208684613596843
2014-03-08,,-0.09887586386651433,-0.10193346300568262
2014-03-09,,-0.0998432499094665,-0.10178019484515084
2014-03-10,,-0.10081063595241868,-0.10162704161022246
2014-03-11,-0.10177802199537085,-0.10177802199537085,-0.10177802199537085
2014-03-12,,-0.16778637522514406,-0.10132107974057379
2014-03-13,,-0.23379472845491722,-0.10116827101755252
2014-03-14,,-0.29980308168469044,-0.1010155770435325
2014-03-15,,-0.3658114349144636,-0.1008629977743633
2014-03-16,,-0.43181978814423677,-0.10071053316589434
2014-03-17,,-0.49782814137401,-0.10055818317397514
2014-03-18,,-0.5638364946037833,-0.1004059477544551
2014-03-19,,-0.6298448478335564,-0.10025382686318376
2014-03-20,-0.6958532010633296,-0.6958532010633296,-0.6958532010633296
2014-03-21,,-0.6031721314451024,-0.09994992848878506
2014-03-22,,-0.5104910618268752,-0.0997981509173566
2014-03-23,,-0.41780999220864795,-0.09964648769757471
2014-03-24,,-0.32512892259042075,-0.09949493878528884
2014-03-25,,-0.23244785297219356,-0.09934350413634853
2014-03-26,,-0.1397667833539663,-0.09919218370660321
2014-03-27,-0.04708571373573914,-0.04708571373573914,-0.04708571373573914
2014-03-28,,-0.05863768919007282,-0.09888988532809538
2014-03-29,,-0.0701896646444065,-0.09873890729103184
2014-03-30,,-0.08174164009874019,-0.09858804329656116
2014-03-31,,-0.09329361555307386,-0.09843729330053287
2014-04-01,,-0.10484559100740755,-0.09828665725879641
2014-04-02,,-0.11639756646174124,-0.09813613512720126
2014-04-03,,-0.1279495419160749,-0.09798572686159686
2014-04-04,,-0.1395015173704086,-0.09783543241783269
