date,NDVI_original,NDVI_linear,NDVI_spline
2014-01-01,,0.0292,0.052986953724322945
2014-01-02,0.0292,0.0292,0.0292
2014-01-03,,0.023100000000000002,0.05300070715241307
2014-01-04,,0.017,0.0530075767225113
2014-01-05,,0.010900000000000003,0.05301444152997829
2014-01-06,,0.004800000000000002,0.05302130157481407
2014-01-07,-0.0013000000000000002,-0.0013000000000000002,-0.0013000000000000002
2014-01-08,,0.00705,0.053035007376591926
2014-01-09,0.0154,0.0154,0.0154
2014-01-10,,0.021725,0.053048694127844874
2014-01-11,,0.02805,0.0530555303595245
2014-01-12,,0.034375,0.05306236182857291
2014-01-13,0.0407,0.0407,0.0407
2014-01-14,0.016800000000000002,0.016800000000000002,0.016800000000000002
2014-01-15,,0.01665,0.05308282765993075
2014-01-16,,0.0165,0.053089640078454244
2014-01-17,,0.01635,0.05309644773434651
2014-01-18,0.0162,0.0162,0.0162
2014-01-19,0.036000000000000004,0.036000000000000004,0.036000000000000004
2014-01-20,,0.017300000000000003,0.05311684212623595
2014-01-21,-0.0014,-0.0014,-0.0014
2014-01-22,,0.0095,0.05313041457433943
2014-01-23,0.0204,0.0204,0.0204
2014-01-24,0.0066,0.0066,0.0066
2014-01-25,0.0114,0.0114,0.0114
2014-01-26,0.0702,0.0702,0.0702
2014-01-27,,0.051500000000000004,0.05316426234855166
2014-01-28,,0.0328,0.053171017615500415
2014-01-29,0.014100000000000001,0.014100000000000001,0.014100000000000001
2014-01-30,,0.03141666666666667,0.05318451386150426
2014-01-31,,0.04873333333333334,0.05319125484055934
2014-02-01,,0.06605,0.05319799105698319
2014-02-02,,0.08336666666666667,0.05320472251077581
2014-02-03,,0.10068333333333335,0.05321144920193722
2014-02-04,0.11800000000000001,0.11800000000000001,0.11800000000000001
2014-02-05,0.030000000000000002,0.030000000000000002,0.030000000000000002
2014-02-06,,0.08235,0.05323160069963404
2014-02-07,0.13470000000000001,0.13470000000000001,0.13470000000000001
2014-02-08,0.0335,0.0335,0.0335
2014-02-09,0.0713,0.0713,0.0713
2014-02-10,0.0334,0.0334,0.0334
2014-02-11,,0.0308625,0.05326509127650419
2014-02-12,,0.028325,0.05327177510398454
2014-02-13,,0.025787499999999998,0.053278454168833665
2014-02-14,,0.02325,0.05328512847105155
2014-02-15,,0.020712500000000002,0.053291798010638214
2014-02-16,,0.018175,0.05329846278759365
2014-02-17,,0.0156375,0.05330512280191787
2014-02-18,0.0131,0.0131,0.0131
2014-02-19,0.006500000000000001,0.006500000000000001,0.006500000000000001
2014-02-20,0.0122,0.0122,0.0122
2014-02-21,,0.03735,0.05333171523290243
2014-02-22,0.0625,0.0625,0.0625
2014-02-23,,0.07136,0.05334498287260734
2014-02-24,,0.08022,0.05335160954851297
2014-02-25,,0.08908,0.05335823146178736
2014-02-26,,0.09794,0.05336484861243052
2014-02-27,0.1068,0.1068,0.1068
2014-02-28,,0.0883,0.05337806862582315
2014-03-01,,0.0698,0.053384671488572635
2014-03-02,0.051300000000000005,0.051300000000000005,0.051300000000000005
2014-03-03,,0.0948,0.053397862926177896
2014-03-04,0.1383,0.1383,0.1383
2014-03-05,,0.08385000000000001,0.05341103531325826
2014-03-06,0.029400000000000003,0.029400000000000003,0.029400000000000003
2014-03-07,0.011300000000000001,0.011300000000000001,0.011300000000000001
2014-03-08,0.0067,0.0067,0.0067
2014-03-09,0.0303,0.0303,0.0303
2014-03-10,,0.04215,0.0534438829349127
2014-03-11,,0.054000000000000006,0.053450438171349895
2014-03-12,,0.06585,0.05345698864515587
2014-03-13,0.0777,0.0777,0.0777
2014-03-14,0.10310000000000001,0.10310000000000001,0.10310000000000001
2014-03-15,0.0088,0.0088,0.0088
2014-03-16,,0.040775000000000006,0.05348314291406751
2014-03-17,,0.07275000000000001,0.05348966957471734
2014-03-18,,0.10472500000000001,0.05349619147273594
2014-03-19,0.13670000000000002,0.13670000000000002,0.13670000000000002
2014-03-20,,0.08255000000000001,0.05350922098087947
2014-03-21,0.0284,0.0284,0.0284
2014-03-22,,0.029750000000000002,0.0535222314384981
2014-03-23,0.031100000000000003,0.031100000000000003,0.031100000000000003
2014-03-24,,0.02015,0.05353522284559181
2014-03-25,0.0092,0.0092,0.0092
2014-03-26,0.11710000000000001,0.11710000000000001,0.11710000000000001
2014-03-27,,0.1331,0.053554674236498186
2014-03-28,0.1491,0.1491,0.1491
2014-03-29,0.1274,0.1274,0.1274
2014-03-30,0.1831,0.1831,0.1831
2014-03-31,0.1754,0.1754,0.1754
2014-04-01,0.1218,0.1218,0.1218
2014-04-02,0.024900000000000002,0.024900000000000002,0.024900000000000002
2014-04-03,0.1864,0.1864,0.1864
2014-04-04,0.1691,0.1691,0.1691
2014-04-05,,0.135075,0.05361277122713097
2014-04-06,,0.10105,0.053619202635156266
2014-04-07,,0.067025,0.05362562928055033
2014-04-08,0.033,0.033,0.033
2014-04-09,0.007,0.007,0.007
2014-04-10,0.0979,0.0979,0.0979
2014-04-11,,0.053,0.05365128823581427
2014-04-12,0.0081,0.0081,0.0081
2014-04-13,0.0543,0.0543,0.0543
2014-04-14,0.034,0.034,0.034
2014-04-15,,0.03676666666666667,0.05367687098897859
2014-04-16,,0.03953333333333334,0.0536832547706916
2014-04-17,0.042300000000000004,0.042300000000000004,0.042300000000000004
2014-04-18,0.16570000000000001,0.16570000000000001,0.16570000000000001
2014-04-19,,0.14345000000000002,0.05370237754004325
2014-04-20,0.1212,0.1212,0.1212
2014-04-21,,0.12514999999999998,0.05371510223978822
2014-04-22,0.1291,0.1291,0.1291
