date,NDVI_original,NDVI_linear,NDVI_spline
2014-01-01,,0.1418,0.1741616965950203
2014-01-02,,0.1418,0.17415104948980664
2014-01-03,,0.1418,0.1741403982578833
2014-01-04,,0.1418,0.17412974289925023
2014-01-05,,0.1418,0.17411908341390747
2014-01-06,0.1418,0.1418,0.1418
2014-01-07,,0.09533333333333335,0.17409775206309291
2014-01-08,,0.04886666666666668,0.17408708019762112
2014-01-09,0.0024000000000000002,0.0024000000000000002,0.0024000000000000002
2014-01-10,,0.03315,0.1740657240865484
2014-01-11,0.0639,0.0639,0.0639
2014-01-12,,0.05666,0.174044351468637
2014-01-13,,0.04942,0.17403365896961673
2014-01-14,,0.04218,0.17402296234388678
2014-01-15,,0.03494,0.17401226159144714
2014-01-16,0.027700000000000002,0.027700000000000002,0.027700000000000002
2014-01-17,,0.02288,0.17399084770643886
2014-01-18,,0.01806,0.17398013457387015
2014-01-19,,0.013240000000000002,0.17396941731459176
2014-01-20,,0.00842,0.1739586959286037
2014-01-21,0.0036000000000000003,0.0036000000000000003,0.0036000000000000003
2014-01-22,,0.043442857142857144,0.1739372407764985
2014-01-23,,0.0832857142857143,0.17392650701038131
2014-01-24,,0.12312857142857143,0.1739157691175545
2014-01-25,,0.16297142857142857,0.173905027098018
2014-01-26,,0.20281428571428572,0.17389428095177176
2014-01-27,,0.24265714285714285,0.1738835306788159
2014-01-28,0.28250000000000003,0.28250000000000003,0.28250000000000003
2014-01-29,,0.3035166666666667,0.17386201775277502
2014-01-30,,0.32453333333333334,0.17385125509969007
2014-01-31,,0.34555,0.17384048831989546
2014-02-01,,0.3665666666666667,0.17382971741339112
2014-02-02,,0.3875833333333334,0.17381894238017712
2014-02-03,0.4086,0.4086,0.4086
2014-02-04,,0.40365,0.17379737993362
2014-02-05,,0.39870000000000005,0.17378659252027692
2014-02-06,,0.39375000000000004,0.1737758009802241
2014-02-07,0.38880000000000003,0.38880000000000003,0.38880000000000003
2014-02-08,,0.22800000000000004,0.1737542055199895
2014-02-09,0.06720000000000001,0.06720000000000001,0.06720000000000001
2014-02-10,,0.0777,0.17373259355291615
2014-02-11,,0.0882,0.17372178137931493
2014-02-12,,0.09870000000000001,0.17371096507900402
2014-02-13,,0.1092,0.17370014465198344
2014-02-14,,0.1197,0.17368932009825314
2014-02-15,,0.1302,0.17367849141781316
2014-02-16,,0.1407,0.1736676586106635
2014-02-17,,0.1512,0.17365682167680413
2014-02-18,,0.1617,0.1736459806162351
2014-02-19,,0.1722,0.17363513542895637
2014-02-20,,0.1827,0.17362428611496797
2014-02-21,,0.1932,0.17361343267426982
2014-02-22,,0.2037,0.17360257510686208
2014-02-23,,0.2142,0.17359171341274454
2014-02-24,,0.22469999999999998,0.17358084759191741
2014-02-25,,0.2352,0.17356997764438054
2014-02-26,,0.2457,0.17355910357013402
2014-02-27,,0.2562,0.17354822536917774
2014-02-28,0.2667,0.2667,0.2667
2014-03-01,,0.24824,0.17352645658713625
2014-03-02,,0.22977999999999998,0.1735155660060509
2014-03-03,,0.21132,0.17350467129825597
2014-03-04,,0.19286,0.17349377246375128
2014-03-05,0.1744,0.1744,0.1744
2014-03-06,,0.18421666666666667,0.17347196241461282
2014-03-07,,0.19403333333333334,0.1734610511999791
2014-03-08,,0.20385,0.17345013585863567
2014-03-09,,0.21366666666666667,0.17343921639058255
2014-03-10,,0.22348333333333334,0.17342829279581976
2014-03-11,0.2333,0.2333,0.2333
2014-03-12,,0.2422857142857143,0.17340643322616506
2014-03-13,,0.2512714285714286,0.17339549725127315
2014-03-14,,0.26025714285714285,0.17338455714967163
2014-03-15,,0.2692428571428572,0.17337361292136036
2014-03-16,,0.27822857142857144,0.1733626645663394
2014-03-17,,0.28721428571428576,0.1733517120846088
2014-03-18,0.2962,0.2962,0.2962
2014-03-19,,0.24436666666666668,0.17332979474101848
2014-03-20,,0.19253333333333333,0.17331882987915878
2014-03-21,0.14070000000000002,0.14070000000000002,0.14070000000000002
2014-03-22,,0.09063333333333334,0.17329688777531033
2014-03-23,,0.04056666666666667,0.17328591053332154
2014-03-24,-0.0095,-0.0095,-0.0095
2014-03-25,0.0868,0.0868,0.0868
2014-03-26,,0.20855,0.17325295404709712
2014-03-27,0.33030000000000004,0.33030000000000004,0.33030000000000004
2014-03-28,,0.35275,0.17323096242273242
2014-03-29,0.37520000000000003,0.37520000000000003,0.37520000000000003
2014-03-30,,0.31253333333333333,0.17320895429152894
2014-03-31,,0.24986666666666668,0.17319794403586267
2014-04-01,0.1872,0.1872,0.1872
2014-04-02,,0.2902,0.1731759111444011
2014-04-03,0.3932,0.3932,0.3932
2014-04-04,,0.37311428571428573,0.17315386174610073
2014-04-05,,0.3530285714285714,0.173142830856886
2014-04-06,,0.33294285714285715,0.1731317958409616
2014-04-07,,0.31285714285714283,0.17312075669832755
2014-04-08,,0.29277142857142857,0.17310971342898374
2014-04-09,,0.2726857142857143,0.17309866603293028
2014-04-10,0.2526,0.2526,0.2526
2014-04-11,,0.2054,0.17307655886069429
2014-04-12,,0.1582,0.17306549908451177
2014-04-13,,0.11099999999999999,0.17305443518161956
2014-04-14,,0.0638,0.17304336715201765
2014-04-15,0.0166,0.0166,0.0166
2014-04-16,,0.08546000000000001,0.17302121871268475
2014-04-17,,0.15432,0.17301013830295375
2014-04-18,,0.22318000000000002,0.17299905376651312
2014-04-19,,0.29204,0.17298796510336276
2014-04-20,0.3609,0.3609,0.3609
2014-04-21,,0.36306666666666665,0.172965775396933
2014-04-22,,0.36523333333333335,0.17295467435365358
