date,NDVI_original,NDVI_linear,NDVI_spline
2014-01-01,,0.6108,0.3010972043620102
2014-01-02,,0.6108,0.3010580275640172
2014-01-03,,0.6108,0.3010188641339234
2014-01-04,0.6108,0.6108,0.6108
2014-01-05,,0.52005,0.30094057737743285
2014-01-06,0.4293,0.4293,0.4293
2014-01-07,0.32,0.32,0.32
2014-01-08,0.3859,0.3859,0.3859
2014-01-09,0.0071,0.0071,0.0071
2014-01-10,,0.005050000000000001,0.3007450944244397
2014-01-11,,0.003,0.3007060379375382
2014-01-12,,0.0009499999999999995,0.30066699481853576
2014-01-13,-0.0011,-0.0011,-0.0011
2014-01-14,-0.0031000000000000003,-0.0031000000000000003,-0.0031000000000000003
2014-01-15,,-0.005025,0.30054994566892274
2014-01-16,,-0.0069500000000000004,0.30051095602151645
2014-01-17,,-0.008875000000000001,0.30047197974200923
2014-01-18,-0.0108,-0.0108,-0.0108
2014-01-19,0.001,0.001,0.001
2014-01-20,0.1811,0.1811,0.1811
2014-01-21,0.0037,0.0037,0.0037
2014-01-22,,0.00305,0.3002772988629589
2014-01-23,0.0024000000000000002,0.0024000000000000002,0.0024000000000000002
2014-01-24,0.3703,0.3703,0.3703
2014-01-25,,0.45885,0.3001606507503172
2014-01-26,0.5474,0.5474,0.5474
2014-01-27,,0.55062,0.30008295218138464
2014-01-28,,0.55384,0.3000441229487669
2014-01-29,,0.55706,0.3000053070840483
2014-01-30,,0.56028,0.29996650458722857
2014-01-31,,0.5635,0.29992771545830804
2014-02-01,,0.56672,0.2998889396972865
2014-02-02,,0.56994,0.2998501773041641
2014-02-03,,0.57316,0.2998114282789407
2014-02-04,,0.57638,0.29977269262161627
2014-02-05,0.5796,0.5796,0.5796
2014-02-06,,0.5933333333333334,0.29969526141066466
2014-02-07,,0.6070666666666666,0.2996565658570374
2014-02-08,0.6208,0.6208,0.6208
2014-02-09,0.07050000000000001,0.07050000000000001,0.07050000000000001
2014-02-10,,0.15018,0.2995405594035499
2014-02-11,,0.22986,0.2995019173215188
2014-02-12,,0.30954000000000004,0.29946328860738686
2014-02-13,,0.38922,0.2994246732611539
2014-02-14,0.46890000000000004,0.46890000000000004,0.46890000000000004
2014-02-15,,0.4063428571428572,0.2993474826723851
2014-02-16,,0.3437857142857143,0.2993089074298493
2014-02-17,,0.28122857142857144,0.29927034555521254
2014-02-18,,0.21867142857142857,0.29923179704847475
2014-02-19,,0.1561142857142857,0.2991932619096361
2014-02-20,,0.09355714285714284,0.29915474013869636
2014-02-21,0.031,0.031,0.031
2014-02-22,,0.043633333333333336,0.29907773670051424
2014-02-23,,0.05626666666666667,0.2990392550332717
2014-02-24,0.0689,0.0689,0.0689
2014-02-25,0.5505,0.5505,0.5505
2014-02-26,,0.3649,0.2989238902389385
2014-02-27,0.17930000000000001,0.17930000000000001,0.17930000000000001
2014-02-28,,0.37275,0.29884704721554484
2014-03-01,0.5662,0.5662,0.5662
2014-03-02,0.5668000000000001,0.5668000000000001,0.5668000000000001
2014-03-03,0.5557,0.5557,0.5557
2014-03-04,,0.53184,0.29869352158354623
2014-03-05,,0.50798,0.29865517359529414
2014-03-06,,0.48412,0.29861683897494123
2014-03-07,,0.46026,0.2985785177224872
2014-03-08,0.4364,0.4364,0.4364
2014-03-09,0.48300000000000004,0.48300000000000004,0.48300000000000004
2014-03-10,,0.4308,0.2984636341725197
2014-03-11,,0.37860000000000005,0.29842536639166184
2014-03-12,,0.3264,0.29838711197870316
2014-03-13,0.2742,0.2742,0.2742
2014-03-14,0.4968,0.4968,0.4968
2014-03-15,0.0134,0.0134,0.0134
2014-03-16,,0.11027999999999999,0.29823422800585875
2014-03-17,,0.20715999999999998,0.2981960404323952
2014-03-18,,0.30404000000000003,0.29815786622683077
2014-03-19,,0.40092,0.2981197053891654
2014-03-20,0.4978,0.4978,0.4978
2014-03-21,,0.34700000000000003,0.29804342381753174
2014-03-22,0.1962,0.1962,0.1962
2014-03-23,,0.2194,0.29796719571749425
2014-03-24,,0.24260000000000004,0.297929101719324
2014-03-25,,0.26580000000000004,0.297891021089053
2014-03-26,0.28900000000000003,0.28900000000000003,0.28900000000000003
2014-03-27,,0.34075,0.2978148999322079
2014-03-28,,0.3925,0.2977768594056339
2014-03-29,,0.44425000000000003,0.2977388322469589
2014-03-30,0.496,0.496,0.496
2014-03-31,,0.505175,0.2976628180333062
2014-04-01,,0.5143500000000001,0.29762483097832837
2014-04-02,,0.523525,0.2975868572912496
2014-04-03,0.5327000000000001,0.5327000000000001,0.5327000000000001
2014-04-04,,0.47617500000000007,0.29751095002078926
2014-04-05,,0.4196500000000001,0.2974730164374076
2014-04-06,,0.36312500000000003,0.2974350962219251
2014-04-07,0.30660000000000004,0.30660000000000004,0.30660000000000004
2014-04-08,0.3657,0.3657,0.3657
2014-04-09,0.434,0.434,0.434
2014-04-10,,0.4314,0.29728354903898524
2014-04-11,0.4288,0.4288,0.4288
2014-04-12,,0.31656666666666666,0.29720785565490954
2014-04-13,,0.20433333333333334,0.29717002901472034
2014-04-14,0.0921,0.0921,0.0921
2014-04-15,,0.0566,0.29709441583803897
2014-04-16,0.0211,0.0211,0.0211
2014-04-17,,0.1099,0.29701885613295387
2014-04-18,,0.19870000000000002,0.29698109633225983
2014-04-19,0.28750000000000003,0.28750000000000003,0.28750000000000003
2014-04-20,,0.31242857142857144,0.2969056168345689
2014-04-21,,0.3373571428571429,0.29686789713757206
2014-04-22,,0.3622857142857143,0.2968301908084742
2014-04-23,,0.38721428571428573,0.29679249784727535
