date,NDBI_original,NDBI_linear,NDBI_spline
2024-01-01,,-0.14835057145630554,-0.033022641919310466
2024-01-02,-0.14835057145630554,-0.14835057145630554,-0.14835057145630554
2024-01-03,,-0.12098411883452459,-0.03164745650548173
2024-01-04,,-0.09361766621274364,-0.03097963161840558
2024-01-05,,-0.0662512135909627,-0.030324896291779386
2024-01-06,,-0.03888476096918175,-0.029683183786021475
2024-01-07,-0.011518308347400794,-0.011518308347400794,-0.011518308347400794
2024-01-08,,0.04517322800526381,-0.028438560278783928
2024-01-09,,0.10186476435792842,-0.02783551579814099
2024-01-10,0.15855630071059304,0.15855630071059304,0.15855630071059304
2024-01-11,,0.020769067315066392,-0.0266676276848985
2024-01-12,-0.11701816608046024,-0.11701816608046024,-0.11701816608046024
2024-01-13,,-0.07838213507787319,-0.02555022910516952
2024-01-14,,-0.03974610407528613,-0.025010296541418463
2024-01-15,,-0.001110073072699072,-0.024482786142300823
2024-01-16,,0.037525957929887985,-0.02396763116823496
2024-01-17,0.07616198893247503,0.07616198893247503,0.07616198893247503
2024-01-18,-0.08557723493886665,-0.08557723493886665,-0.08557723493886665
2024-01-19,,-0.1015386461246369,-0.022495631400531426
2024-01-20,,-0.11750005731040714,-0.022029230730856095
2024-01-21,,-0.13346146849617738,-0.021574851788324276
2024-01-22,-0.14942287968194762,-0.14942287968194762,-0.14942287968194762
2024-01-23,,-0.14091147427981243,-0.02070189212636453
2024-01-24,,-0.13240006887767725,-0.020283177927773306
2024-01-25,,-0.12388866347554206,-0.019876218497998973
2024-01-26,-0.11537725807340687,-0.11537725807340687,-0.11537725807340687
2024-01-27,-0.3276075460572581,-0.3276075460572581,-0.3276075460572581
2024-01-28,,-0.2769843072767284,-0.01872520142576082
2024-01-29,,-0.22636106849619866,-0.01836459367543753
2024-01-30,,-0.17573782971566893,-0.018015406996022887
2024-01-31,,-0.1251145909351392,-0.017677574647935207
2024-02-01,-0.07449135215460947,-0.07449135215460947,-0.07449135215460947
2024-02-02,,0.1008466125295123,-0.017035705987414187
2024-02-03,0.27618457721363404,0.27618457721363404,0.27618457721363404
2024-02-04,,0.18589358816995416,-0.01643845377722125
2024-02-05,,0.0956025991262743,-0.016156391992043682
2024-02-06,0.0053116100825944396,0.0053116100825944396,0.0053116100825944396
2024-02-07,,-0.02734384356851282,-0.015625063363618078
2024-02-08,,-0.05999929721962008,-0.01537566304120674
2024-02-09,,-0.09265475087072735,-0.015137016393887502
2024-02-10,,-0.1253102045218346,-0.014909056682078722
2024-02-11,-0.15796565817294184,-0.15796565817294184,-0.15796565817294184
2024-02-12,,-0.12407329498459889,-0.014484931106665908
2024-02-13,,-0.09018093179625594,-0.01428863176389857
2024-02-14,,-0.056288568607912995,-0.014102752398315072
2024-02-15,,-0.022396205419570048,-0.013927226270333758
2024-02-16,0.011496157768772913,0.011496157768772913,0.011496157768772913
2024-02-17,,0.079017357443547,-0.013606966768851108
2024-02-18,,0.1465385571183211,-0.013462099916186453
2024-02-19,0.21405975679309516,0.21405975679309516,0.21405975679309516
2024-02-20,,0.1413922239779999,-0.013202558309102224
2024-02-21,0.06872469116290464,0.06872469116290464,0.06872469116290464
2024-02-22,,0.06179375867658432,-0.012982827902467098
2024-02-23,,0.054862826190264,-0.012887725050363815
2024-02-24,,0.047931893703943684,-0.012802374779627848
2024-02-25,,0.041000961217623366,-0.012726710350677545
2024-02-26,0.03407002873130305,0.03407002873130305,0.03407002873130305
2024-02-27,0.008124720052507813,0.008124720052507813,0.008124720052507813
2024-02-28,,-0.04419103599410216,-0.012557164718724088
2024-02-29,,-0.09650679204071214,-0.012519576261099914
2024-03-01,,-0.1488225480873221,-0.01249133994735314
2024-03-02,-0.20113830413393208,-0.20113830413393208,-0.20113830413393208
2024-03-03,,-0.10633396652483162,-0.012462656793165182
2024-03-04,,-0.011529628915731172,-0.012462076473560693
2024-03-05,,0.08327470869336928,-0.012470581339507
2024-03-06,0.17807904630246973,0.17807904630246973,0.17807904630246973
2024-03-07,-0.17525927539309533,-0.17525927539309533,-0.17525927539309533
2024-03-08,,-0.1269229504761814,-0.012549939654834126
2024-03-09,,-0.0785866255592675,-0.012594117867167066
2024-03-10,,-0.030250300642353595,-0.01264704756714253
2024-03-11,,0.018086024274560325,-0.012708662015178871
2024-03-12,,0.06642234919147424,-0.012778894471694434
2024-03-13,,0.11475867410838814,-0.01285767819710757
2024-03-14,0.16309499902530208,0.16309499902530208,0.16309499902530208
2024-03-15,,0.13197666208496595,-0.013040632496299935
2024-03-16,,0.10085832514462978,-0.013144669590915871
2024-03-17,0.06973998820429364,0.06973998820429364,0.06973998820429364
2024-03-18,,0.052343797167093434,-0.013377529972278947
2024-03-19,,0.03494760612989323,-0.013506219779862796
2024-03-20,,0.01755141509269302,-0.013642993679272644
2024-03-21,,0.00015522405549281415,-0.013787784930926842
2024-03-22,-0.017240966981707396,-0.017240966981707396,-0.017240966981707396
2024-03-23,,-0.019506721846554546,-0.014101152532641686
2024-03-24,,-0.021772476711401693,-0.014269595403539018
2024-03-25,,-0.024038231576248844,-0.014445788668354085
2024-03-26,,-0.026303986441095994,-0.014629665587505239
2024-03-27,-0.02856974130594314,-0.02856974130594314,-0.02856974130594314
2024-03-28,,0.021059854656003206,-0.015020203430489201
2024-03-29,,0.07068945061794955,-0.015226730875158703
2024-03-30,0.1203190465798959,0.1203190465798959,0.1203190465798959
2024-03-31,,0.11266119954197398,-0.01566196911294447
2024-04-01,0.10500335250405207,0.10500335250405207,0.10500335250405207
