date,NDWI_original,NDWI_linear,NDWI_spline
2014-01-01,,-0.3029255045363521,-0.312588947799367
2014-01-02,,-0.3029255045363521,-0.31281321675981144
2014-01-03,,-0.3029255045363521,-0.313037227077598
2014-01-04,,-0.3029255045363521,-0.3132609788752961
2014-01-05,,-0.3029255045363521,-0.3134844722754753
2014-01-06,-0.3029255045363521,-0.3029255045363521,-0.3029255045363521
2014-01-07,,-0.27231602641394476,-0.3139306843735568
2014-01-08,,-0.24170654829153743,-0.31415340331659825
2014-01-09,,-0.21109707016913007,-0.3143758643523999
2014-01-10,,-0.18048759204672274,-0.31459806760353126
2014-01-11,,-0.1498781139243154,-0.314820013192562
2014-01-12,,-0.11926863580190805,-0.31504170124206204
2014-01-13,,-0.08865915767950072,-0.315263131874601
2014-01-14,,-0.05804967955709339,-0.31548430521274845
2014-01-15,-0.027440201434686055,-0.027440201434686055,-0.027440201434686055
2014-01-16,,-0.03444793400626815,-0.315925880496148
2014-01-17,,-0.04145566657785024,-0.31614628268653944
2014-01-18,,-0.04846339914943234,-0.3163664280728183
2014-01-19,,-0.055471131721014436,-0.31658631677755417
2014-01-20,,-0.06247886429259653,-0.31680594892331665
2014-01-21,,-0.06948659686417863,-0.31702532463267585
2014-01-22,-0.07649432943576072,-0.07649432943576072,-0.07649432943576072
2014-01-23,,-0.1061357197701899,-0.31746330723246213
2014-01-24,,-0.13577711010461907,-0.31768191436802884
2014-01-25,,-0.16541850043904827,-0.31790026555747064
2014-01-26,,-0.19505989077347746,-0.31811836092335743
2014-01-27,,-0.22470128110790666,-0.3183362005882589
2014-01-28,,-0.2543426714423358,-0.31855378467474466
2014-01-29,,-0.283984061776765,-0.31877111330538443
2014-01-30,,-0.3136254521111942,-0.3189881866027481
2014-01-31,-0.3432668424456234,-0.3432668424456234,-0.3432668424456234
2014-02-01,,-0.3825019501422529,-0.31942156768792507
2014-02-02,,-0.4217370578388825,-0.31963787572087804
2014-02-03,,-0.460972165535512,-0.31985392891083336
2014-02-04,,-0.5002072732321415,-0.32006972738036105
2014-02-05,,-0.5394423809287712,-0.32028527125203066
2014-02-06,,-0.5786774886254007,-0.3205005606484117
2014-02-07,-0.6179125963220302,-0.6179125963220302,-0.6179125963220302
2014-02-08,,-0.6041236897027448,-0.32093037650558753
2014-02-09,,-0.5903347830834593,-0.32114490321152156
2014-02-10,,-0.5765458764641739,-0.3213591759324461
2014-02-11,,-0.5627569698448884,-0.3215731947909307
2014-02-12,,-0.5489680632256029,-0.3217869599095451
2014-02-13,,-0.5351791566063174,-0.3220004714108589
2014-02-14,,-0.521390249987032,-0.32221372941744203
2014-02-15,,-0.5076013433677465,-0.32242673405186384
2014-02-16,-0.4938124367484611,-0.4938124367484611,-0.4938124367484611
2014-02-17,,-0.423060479513672,-0.3228519836945031
2014-02-18,,-0.3523085222788829,-0.32306422894785974
2014-02-19,,-0.28155656504409377,-0.32327622131933403
2014-02-20,,-0.21080460780930466,-0.32348796093149584
2014-02-21,,-0.14005265057451555,-0.3236994479069146
2014-02-22,,-0.06930069333972644,-0.32391068236816006
2014-02-23,0.0014512638950626784,0.0014512638950626784,0.0014512638950626784
2014-02-24,,0.0022593897327414063,-0.3243323942384101
2014-02-25,,0.003067515570420134,-0.3245428718925541
2014-02-26,,0.003875641408098862,-0.3247530975228035
2014-02-27,,0.004683767245777589,-0.32496307125172824
2014-02-28,,0.005491893083456318,-0.3251727932018978
2014-03-01,,0.006300018921135046,-0.3253822634958822
2014-03-02,,0.0071081447588137725,-0.3255914822562507
2014-03-03,,0.0079162705964925,-0.32580044960557325
2014-03-04,,0.008724396434171229,-0.3260091656664196
2014-03-05,,0.009532522271849957,-0.3262176305613592
2014-03-06,,0.010340648109528684,-0.3264258444129621
2014-03-07,,0.011148773947207412,-0.32663380734379777
2014-03-08,,0.01195689978488614,-0.3268415194764358
2014-03-09,,0.012765025622564867,-0.32704898093344614
2014-03-10,,0.013573151460243595,-0.3272561918373984
2014-03-11,0.014381277297922324,0.014381277297922324,0.014381277297922324
2014-03-12,,-0.060365692062659904,-0.3276698624764073
2014-03-13,,-0.13511266142324213,-0.3278763224566035
2014-03-14,,-0.20985963078382436,-0.3280825323740202
2014-03-15,,-0.2846066001444066,-0.32828849235122726
2014-03-16,,-0.3593535695049888,-0.32849420251079453
2014-03-17,,-0.43410053886557104,-0.32869966297529146
2014-03-18,,-0.5088475082261532,-0.32890487386728784
2014-03-19,,-0.5835944775867354,-0.32910983530935356
2014-03-20,-0.6583414469473178,-0.6583414469473178,-0.6583414469473178
2014-03-21,,-0.5631691151203531,-0.32951901033397096
2014-03-22,,-0.4679967832933883,-0.3297232241616623
2014-03-23,,-0.3728244514664235,-0.3299271890297016
2014-03-24,,-0.2776521196394588,-0.33013090506065834
2014-03-25,,-0.18247978781249408,-0.3303343723771027
2014-03-26,,-0.08730745598552925,-0.33053759110160386
2014-03-27,0.00786487584143544,0.00786487584143544,0.00786487584143544
2014-03-28,,-0.06337751915617201,-0.33094328326505623
2014-03-29,,-0.13461991415377947,-0.3311457569491469
2014-03-30,,-0.20586230915138692,-0.33134798253157316
2014-03-31,,-0.2771047041489944,-0.3315499601349051
2014-04-01,,-0.34834709914660184,-0.3317516898817121
2014-04-02,,-0.4195894941442093,-0.33195317189456425
2014-04-03,,-0.4908318891418168,-0.3321544062960309
2014-04-04,,-0.5620742841394242,-0.33235539320868185
2014-04-05,-0.6333166791370316,-0.6333166791370316,-0.6333166791370316
2014-04-06,,-0.5641157072560131,-0.33275662505781545
