date,NDWI_original,NDWI_linear,NDWI_spline
2014-01-01,,-0.3126879077216485,-0.18533301011469275
2014-01-02,,-0.3126879077216485,-0.18528019815114358
2014-01-03,,-0.3126879077216485,-0.18522745942097624
2014-01-04,,-0.3126879077216485,-0.18517479388497368
2014-01-05,,-0.3126879077216485,-0.1851222015039188
2014-01-06,-0.3126879077216485,-0.3126879077216485,-0.3126879077216485
2014-01-07,,-0.3105480724140623,-0.1850172360497845
2014-01-08,,-0.3084082371064761,-0.18496486289827102
2014-01-09,,-0.3062684017988899,-0.1849125627448374
2014-01-10,,-0.3041285664913037,-0.18486033555026646
2014-01-11,,-0.3019887311837175,-0.18480818127534124
2014-01-12,,-0.2998488958761313,-0.18475609988084482
2014-01-13,,-0.29770906056854507,-0.18470409132756016
2014-01-14,,-0.29556922526095886,-0.18465215557627027
2014-01-15,,-0.2934293899533727,-0.18460029258775815
2014-01-16,,-0.2912895546457865,-0.1845485023228067
2014-01-17,,-0.2891497193382003,-0.18449678474219905
2014-01-18,,-0.28700988403061406,-0.18444513980671814
2014-01-19,,-0.28487004872302785,-0.18439356747714694
2014-01-20,,-0.2827302134154417,-0.18434206771426842
2014-01-21,,-0.2805903781078555,-0.18429064047886576
2014-01-22,-0.27845054280026926,-0.27845054280026926,-0.27845054280026926
2014-01-23,,-0.2803248750934382,-0.1841880034336194
2014-01-24,,-0.28219920738660714,-0.18413679354534188
2014-01-25,,-0.28407353967977605,-0.18408565602767196
2014-01-26,,-0.28594787197294497,-0.18403459084139276
2014-01-27,,-0.28782220426611393,-0.1839835979472873
2014-01-28,,-0.28969653655928285,-0.18393267730613852
2014-01-29,,-0.29157086885245176,-0.18388182887872942
2014-01-30,,-0.29344520114562067,-0.1838310526258431
2014-01-31,,-0.29531953343878964,-0.18378034850826241
2014-02-01,,-0.29719386573195855,-0.1837297164867704
2014-02-02,,-0.29906819802512746,-0.18367915652215008
2014-02-03,,-0.30094253031829643,-0.18362866857518442
2014-02-04,,-0.30281686261146534,-0.18357825260665647
2014-02-05,,-0.30469119490463425,-0.18352790857734916
2014-02-06,,-0.3065655271978032,-0.1834776364480455
2014-02-07,-0.30843985949097213,-0.30843985949097213,-0.30843985949097213
2014-02-08,,-0.28846435270451354,-0.1833773077325812
2014-02-09,,-0.2684888459180549,-0.18332725106798653
2014-02-10,,-0.2485133391315963,-0.1832772661465275
2014-02-11,,-0.2285378323451377,-0.18322735292898717
2014-02-12,,-0.20856232555867907,-0.1831775113761484
2014-02-13,,-0.18858681877222044,-0.18312774144879432
2014-02-14,,-0.16861131198576185,-0.1830780431077079
2014-02-15,,-0.14863580519930322,-0.18302841631367206
2014-02-16,,-0.1286602984128446,-0.18297886102746982
2014-02-17,,-0.108684791626386,-0.1829293772098843
2014-02-18,,-0.08870928483992738,-0.1828799648216983
2014-02-19,,-0.06873377805346875,-0.182830623823695
2014-02-20,,-0.048758271267010156,-0.18278135417665728
2014-02-21,,-0.02878276448055156,-0.1827321558413682
2014-02-22,,-0.008807257694092907,-0.18268302877861065
2014-02-23,0.011168249092365676,0.011168249092365676,0.011168249092365676
2014-02-24,,-0.00413536711226559,-0.18258498831382242
2014-02-25,,-0.019438983316896856,-0.18253607483335776
2014-02-26,,-0.034742599521528125,-0.18248723246855658
