date,Albedo_original,Albedo_linear,Albedo_spline,station
2024-01-01,,0.30688082661865235,0.3080448291758131,Tanay
2024-01-02,0.30688082661865235,0.30688082661865235,0.30688082661865235,Tanay
2024-01-03,,0.2792681107395656,0.30743041087668793,Tanay
2024-01-04,,0.2516553948604789,0.3071272739300376,Tanay
2024-01-05,,0.22404267898139213,0.30682685178532865,Tanay
2024-01-06,,0.19642996310230537,0.3065291444425612,Tanay
2024-01-07,0.16881724722321864,0.16881724722321864,0.16881724722321864,Tanay
2024-01-08,,0.1891761637723318,0.3059418741628506,Tanay
2024-01-09,,0.20953508032144494,0.3056523112259075,Tanay
2024-01-10,0.2298939968705581,0.2298939968705581,0.2298939968705581,Tanay
2024-01-11,,0.2347349241728331,0.3050813297578457,Tanay
2024-01-12,0.2395758514751081,0.2395758514751081,0.2395758514751081,Tanay
2024-01-13,,0.22509474255795134,0.30452120749754974,Tanay
2024-01-14,,0.21061363364079458,0.30424521857031395,Tanay
2024-01-15,,0.1961325247236378,0.30397194444501957,Tanay
2024-01-16,,0.18165141580648103,0.30370138512166667,Tanay
2024-01-17,0.16717030688932427,0.16717030688932427,0.16717030688932427,Tanay
2024-01-18,0.5487111548975445,0.5487111548975445,0.5487111548975445,Tanay
2024-01-19,,0.5445889324891511,0.3029059959632568,Tanay
2024-01-20,,0.5404667100807576,0.3026462958476698,Tanay
2024-01-21,,0.5363444876723641,0.30238931053402407,Tanay
2024-01-22,0.5322222652639707,0.5322222652639707,0.5322222652639707,Tanay
2024-01-23,,0.5046155551256072,0.30188348431255724,Tanay
2024-01-24,,0.4770088449872437,0.30163464340473606,Tanay
2024-01-25,,0.44940213484888025,0.3013885172988563,Tanay
2024-01-26,0.4217954247105168,0.4217954247105168,0.4217954247105168,Tanay
2024-01-27,0.49412613138900785,0.49412613138900785,0.49412613138900785,Tanay
2024-01-28,,0.4437223177031871,0.3006664277928658,Tanay
2024-01-29,,0.39331850401736634,0.3004311608947517,Tanay
2024-01-30,,0.3429146903315456,0.30019860879857935,Tanay
2024-01-31,,0.29251087664572484,0.29996877150434825,Tanay
2024-02-01,0.24210706295990408,0.24210706295990408,0.24210706295990408,Tanay
2024-02-02,,0.22316153967996188,0.2995172413217106,Tanay
2024-02-03,0.20421601640001966,0.20421601640001966,0.20421601640001966,Tanay
2024-02-04,,0.18950327212557921,0.29907657034683865,Tanay
2024-02-05,,0.17479052785113874,0.298860307062315,Tanay
2024-02-06,0.1600777835766983,0.1600777835766983,0.1600777835766983,Tanay
2024-02-07,,0.16325649699019432,0.29843592489909193,Tanay
2024-02-08,,0.16643521040369033,0.29822780602039256,Tanay
2024-02-09,,0.16961392381718632,0.2980224019436346,Tanay
2024-02-10,,0.17279263723068233,0.2978197126688182,Tanay
2024-02-11,0.17597135064417835,0.17597135064417835,0.17597135064417835,Tanay
2024-02-12,,0.19198952091406998,0.29742247852500964,Tanay
2024-02-13,,0.20800769118396162,0.2972279336560176,Tanay
2024-02-14,,0.22402586145385328,0.2970361035889669,Tanay
2024-02-15,,0.24004403172374492,0.29684698832385775,Tanay
2024-02-16,0.25606220199363655,0.25606220199363655,0.25606220199363655,Tanay
2024-02-17,,0.27359052449717214,0.2964769021994639,Tanay
2024-02-18,,0.29111884700070767,0.29629593134017906,Tanay
2024-02-19,0.30864716950424326,0.30864716950424326,0.30864716950424326,Tanay
2024-02-20,,0.3047139821691563,0.29594213402743386,Tanay
2024-02-21,0.30078079483406933,0.30078079483406933,0.30078079483406933,Tanay
2024-02-22,,0.27343856963823776,0.29559919592245454,Tanay
2024-02-23,,0.24609634444240625,0.295431799072877,Tanay
2024-02-24,,0.2187541192465747,0.2952671170252409,Tanay
2024-02-25,,0.19141189405074316,0.2951051497795463,Tanay
2024-02-26,0.16406966885491162,0.16406966885491162,0.16406966885491162,Tanay
2024-02-27,0.29524115057480005,0.29524115057480005,0.29524115057480005,Tanay
2024-02-28,,0.26274787088748564,0.29463553685411137,Tanay
2024-02-29,,0.23025459120017128,0.29448442881618253,Tanay
2024-03-01,,0.1977613115128569,0.29433603558019533,Tanay
2024-03-02,0.1652680318255425,0.1652680318255425,0.1652680318255425,Tanay
2024-03-03,,0.16264359529718536,0.2940473935140451,Tanay
2024-03-04,,0.16001915876882822,0.2939071446838822,Tanay
2024-03-05,,0.15739472224047107,0.2937696106556607,Tanay
2024-03-06,0.15477028571211393,0.15477028571211393,0.15477028571211393,Tanay
2024-03-07,0.2507386488148964,0.2507386488148964,0.2507386488148964,Tanay
2024-03-08,,0.30843688263485813,0.29337329738264506,Tanay
2024-03-09,,0.3661351164548199,0.2932466225621894,Tanay
2024-03-10,,0.42383335027478164,0.29312266254367525,Tanay
2024-03-11,,0.4815315840947434,0.2930014173271025,Tanay
2024-03-12,0.5392298179147051,0.5392298179147051,0.5392298179147051,Tanay
2024-03-13,,0.5172591034680971,0.29276707129978147,Tanay
2024-03-14,0.4952883890214891,0.4952883890214891,0.4952883890214891,Tanay
2024-03-15,,0.4042024881330116,0.2925435844802262,Tanay
2024-03-16,,0.31311658724453406,0.2924359132733608,Tanay
2024-03-17,0.22203068635605647,0.22203068635605647,0.22203068635605647,Tanay
2024-03-18,,0.29223316896166646,0.2922287152654543,Tanay
2024-03-19,,0.3624356515672764,0.29212918846441327,Tanay
2024-03-20,,0.43263813417288643,0.2920323764653136,Tanay
2024-03-21,,0.5028406167784965,0.29193827926815547,Tanay
2024-03-22,0.5730430993841065,0.5730430993841065,0.5730430993841065,Tanay
2024-03-23,,0.5039557515530639,0.29175822927966355,Tanay
2024-03-24,,0.4348684037220214,0.29167227648832983,Tanay
2024-03-25,,0.36578105589097887,0.29158903849893747,Tanay
2024-03-26,,0.29669370805993633,0.2915085153114867,Tanay
2024-03-27,0.22760636022889383,0.22760636022889383,0.22760636022889383,Tanay
2024-03-28,,0.2117929167213894,0.29135561334240934,Tanay
2024-03-29,,0.19597947321388492,0.29128323456078287,Tanay
2024-03-30,0.1801660297063805,0.1801660297063805,0.1801660297063805,Tanay
2024-03-31,,0.23178600341905514,0.29114662140335423,Tanay
2024-04-01,0.2834059771317298,0.2834059771317298,0.2834059771317298,Tanay
2024-04-02,,0.340722671514833,0.2910208674536915,Tanay
2024-04-03,,0.3980393658979361,0.2909620626817723,Tanay
2024-04-04,,0.45535606028103925,0.2909059727117946,Tanay
2024-04-05,,0.5126727546641424,0.2908525975437583,Tanay
2024-04-06,0.5699894490472456,0.5699894490472456,0.5699894490472456,Tanay
2024-04-07,0.5351764440417275,0.5351764440417275,0.5351764440417275,Tanay
2024-04-08,,0.4409924044679203,0.2907087608512982,Tanay
2024-04-09,,0.34680836489411315,0.29066624489102777,Tanay
2024-04-10,,0.252624325320306,0.2906264437326988,Tanay
2024-04-11,0.1584402857464988,0.1584402857464988,0.1584402857464988,Tanay
2024-04-12,,0.1827853485511952,0.2905549858218651,Tanay
2024-04-13,,0.20713041135589155,0.2905233290693605,Tanay
2024-04-14,,0.23147547416058795,0.2904943871187974,Tanay
2024-04-15,0.25582053696528434,0.25582053696528434,0.25582053696528434,Tanay
2024-04-16,0.15717330163019688,0.15717330163019688,0.15717330163019688,Tanay
2024-04-17,,0.16367066689330406,0.2904238500787567,Tanay
2024-04-18,,0.17016803215641124,0.29040576733595935,Tanay
2024-04-19,,0.17666539741951842,0.2903903993951035,Tanay
2024-04-20,,0.1831627626826256,0.2903777462561891,Tanay
2024-04-21,0.18966012794573278,0.18966012794573278,0.18966012794573278,Tanay
2024-04-22,,0.1793093576762126,0.2903605843841846,Tanay
2024-04-23,0.16895858740669237,0.16895858740669237,0.16895858740669237,Tanay
2024-04-24,,0.17464485185537473,0.290354281719946,Tanay
2024-04-25,,0.1803311163040571,0.2903552025907389,Tanay
2024-04-26,0.18601738075273946,0.18601738075273946,0.18601738075273946,Tanay
2024-04-27,,0.21743600459822016,0.29036518873814904,Tanay
2024-04-28,,0.24885462844370088,0.2903742540147663,Tanay
2024-04-29,,0.2802732522891816,0.290386034093325,Tanay
2024-04-30,,0.3116918761346623,0.2904005289738252,Tanay
2024-05-01,0.343110499980143,0.343110499980143,0.343110499980143,Tanay
2024-05-02,,0.3336193980109779,0.29043766314064984,Tanay
2024-05-03,,0.32412829604181287,0.2904603024269744,Tanay
2024-05-04,,0.3146371940726478,0.2904856565152404,Tanay
