date,NDBaI_original,NDBaI_linear,NDBaI_spline
2024-01-01,,-0.02062604038044802,-0.2249056821363623
2024-01-02,,-0.02062604038044802,-0.22148125386317472
2024-01-03,,-0.02062604038044802,-0.21808193260854375
2024-01-04,,-0.02062604038044802,-0.2147076109010741
2024-01-05,,-0.02062604038044802,-0.21135818126937028
2024-01-06,,-0.02062604038044802,-0.2080335362420367
2024-01-07,,-0.02062604038044802,-0.2047335683476779
2024-01-08,,-0.02062604038044802,-0.20145817011489836
2024-01-09,-0.02062604038044802,-0.02062604038044802,-0.02062604038044802
2024-01-10,,-0.028991673717063376,-0.19498065274849538
2024-01-11,,-0.037357307053678734,-0.19177831867208087
2024-01-12,,-0.0457229403902941,-0.18860012437166374
2024-01-13,,-0.05408857372690946,-0.18544596237584846
2024-01-14,,-0.062454207063524815,-0.18231572521323958
2024-01-15,,-0.07081984040014018,-0.1792093054124416
2024-01-16,,-0.07918547373675554,-0.17612659550205892
2024-01-17,-0.0875511070733709,-0.0875511070733709,-0.0875511070733709
2024-01-18,,-0.11652593108483372,-0.17003187546695792
2024-01-19,,-0.14550075509629654,-0.16701965039944863
2024-01-20,,-0.17447557910775935,-0.16403070533677264
2024-01-21,,-0.2034504031192222,-0.16106493280753467
2024-01-22,,-0.23242522713068497,-0.1581222253403392
2024-01-23,,-0.2614000511421478,-0.15520247546379068
2024-01-24,,-0.29037487515361066,-0.1523055757064936
2024-01-25,-0.31934969916507344,-0.31934969916507344,-0.31934969916507344
2024-01-26,,-0.2629393893666707,-0.1465798966640721
2024-01-27,,-0.20652907956826802,-0.1437509024361566
2024-01-28,,-0.15011876976986532,-0.14094432844191065
2024-01-29,,-0.0937084599714626,-0.13816006720993873
2024-01-30,,-0.037298150173059874,-0.1353980112688454
2024-01-31,,0.019112159625342795,-0.13265805314723503
2024-02-01,,0.07552246942374552,-0.12994008537371232
2024-02-02,0.13193277922214822,0.13193277922214822,0.13193277922214822
2024-02-03,,0.06784276606074488,-0.12456969098534769
2024-02-04,,0.0037527528993415438,-0.12191704942771475
2024-02-05,,-0.06033726026206179,-0.11928596833258748
2024-02-06,,-0.12442727342346513,-0.11667634022857032
2024-02-07,,-0.18851728658486847,-0.11408805764426774
2024-02-08,,-0.25260729974627183,-0.11152101310828441
2024-02-09,,-0.3166973129076751,-0.10897509914922475
2024-02-10,-0.3807873260690785,-0.3807873260690785,-0.3807873260690785
2024-02-11,,-0.36173593539831905,-0.10394623307629437
2024-02-12,,-0.34268454472755955,-0.10146306601963274
2024-02-13,,-0.3236331540568001,-0.09900059965431286
2024-02-14,,-0.3045817633860406,-0.09655872650893917
2024-02-15,,-0.28553037271528114,-0.09413733911211623
2024-02-16,,-0.2664789820445217,-0.09173632999244853
2024-02-17,,-0.2474275913737622,-0.08935559167854056
2024-02-18,-0.2283762007030027,-0.2283762007030027,-0.2283762007030027
2024-02-19,,-0.20884329588505707,-0.08465449758242202
2024-02-20,,-0.1893103910671114,-0.0823339268574204
2024-02-21,,-0.16977748624916575,-0.08003319705259662
2024-02-22,,-0.1502445814312201,-0.07775220069655508
2024-02-23,,-0.13071167661327446,-0.07549083031790048
2024-02-24,,-0.1111787717953288,-0.07324897844523717
2024-02-25,,-0.09164586697738314,-0.07102653760716966
2024-02-26,-0.0721129621594375,-0.0721129621594375,-0.0721129621594375
2024-02-27,,-0.10395218414409431,-0.06663945914924033
2024-02-28,,-0.13579140612875112,-0.06447460658658746
2024-02-29,,-0.16763062811340795,-0.06232873517294848
2024-03-01,,-0.19946985009806475,-0.06020173743692794
2024-03-02,,-0.23130907208272158,-0.058093505907130284
2024-03-03,,-0.2631482940673784,-0.05600393311216006
2024-03-04,,-0.2949875160520352,-0.05393291158062177
2024-03-05,-0.32682673803669204,-0.32682673803669204,-0.32682673803669204
2024-03-06,,-0.30249752366340205,-0.04984609242225907
2024-03-07,,-0.27816830929011205,-0.047830079852643655
2024-03-08,,-0.2538390949168221,-0.04583218866087825
2024-03-09,,-0.22950988054353208,-0.04385231137556732
2024-03-10,,-0.20518066617024208,-0.04189034052531544
