Date,Station,HI_1day_Actual,HI_1day_Model,HI_1day_PAGASA,Model_1day_RawError,PAGASA_1day_RawError,Model_1day_AbsError,PAGASA_1day_AbsError,HI_2day_Actual,HI_2day_Model,HI_2day_PAGASA,Model_2day_RawError,PAGASA_2day_RawError,Model_2day_AbsError,PAGASA_2day_AbsError
3/1/2023,Ambulong,31,33.865704,29,-2.865704,2,2.865704,2,30.5,34.38216,28,-3.88216,2.5,3.88216,2.5
3/2/2023,Ambulong,30.5,31.755863,28,-1.255863,2.5,1.255863,2.5,32.3,33.20224,29,-0.90224,3.3,0.90224,3.3
3/3/2023,Ambulong,32.3,31.320864,28,0.979136,4.3,0.979136,4.3,30.4,32.423153,30,-2.023153,0.4,2.023153,0.4
3/4/2023,Ambulong,30.4,32.999874,27,-2.599874,3.4,2.599874,3.4,31.1,34.36418,27,-3.26418,4.1,3.26418,4.1
3/5/2023,Ambulong,31.1,30.681028,27,0.418972,4.1,0.418972,4.1,32.3,32.289402,28,0.010598,4.3,0.010598,4.3
3/6/2023,Ambulong,32.3,31.907667,28,0.392333,4.3,0.392333,4.3,34.3,32.90869,28,1.39131,6.3,1.39131,6.3
3/7/2023,Ambulong,34.3,33.029716,29,1.270284,5.3,1.270284,5.3,33.2,33.983437,29,-0.783437,4.2,0.783437,4.2
3/8/2023,Ambulong,33.2,33.94548,30,-0.74548,3.2,0.74548,3.2,32.6,34.580875,30,-1.980875,2.6,1.980875,2.6
3/9/2023,Ambulong,32.6,34.076576,28,-1.476576,4.6,1.476576,4.6,30.2,34.56087,28,-4.36087,2.2,4.36087,2.2
3/10/2023,Ambulong,30.2,33.494465,28,-3.294465,2.2,3.294465,2.2,33.3,34.152863,28,-0.852863,5.3,0.852863,5.3
3/11/2023,Ambulong,33.3,31.458767,29,1.841233,4.3,1.841233,4.3,30.4,32.35824,29,-1.95824,1.4,1.95824,1.4
3/12/2023,Ambulong,30.4,33.78328,28,-3.38328,2.4,3.38328,2.4,34.1,34.329987,28,-0.229987,6.1,0.229987,6.1
3/13/2023,Ambulong,34.1,31.31491,30,2.78509,4.1,2.78509,4.1,35.6,32.83708,30,2.76292,5.6,2.76292,5.6
3/14/2023,Ambulong,35.6,34.28238,31,1.31762,4.6,1.31762,4.6,35.7,34.417694,31,1.282306,4.7,1.282306,4.7
3/15/2023,Ambulong,35.7,34.7003,32,0.9997,3.7,0.9997,3.7,33.9,34.69101,33,-0.79101,0.9,0.79101,0.9
3/16/2023,Ambulong,33.9,35.21926,31,-1.31926,2.9,1.31926,2.9,36.6,34.855984,31,1.744016,5.6,1.744016,5.6
3/17/2023,Ambulong,36.6,33.563274,32,3.036726,4.6,3.036726,4.6,34.3,34.426273,31,-0.126273,3.3,0.126273,3.3
3/18/2023,Ambulong,34.3,37.091236,30,-2.791236,4.3,2.791236,4.3,35.1,36.628414,30,-1.528414,5.1,1.528414,5.1
3/19/2023,Ambulong,35.1,34.8628,31,0.2372,4.1,0.2372,4.1,37.4,35.18593,31,2.21407,6.4,2.21407,6.4
3/20/2023,Ambulong,37.4,35.44539,32,1.95461,5.4,1.95461,5.4,40.8,35.436447,32,5.363553,8.8,5.363553,8.8
3/21/2023,Ambulong,40.8,36.719456,33,4.080544,7.8,4.080544,7.8,40.6,36.14868,34,4.45132,6.6,4.45132,6.6
3/22/2023,Ambulong,40.6,38.66957,34,1.93043,6.6,1.93043,6.6,38.9,37.760624,41,1.139376,-2.1,1.139376,2.1
3/23/2023,Ambulong,38.9,38.590855,35,0.309145,3.9,0.309145,3.9,39,37.902573,35,1.097427,4,1.097427,4
3/24/2023,Ambulong,39,38.09382,35,0.90618,4,0.90618,4,36.5,37.35482,36,-0.85482,0.5,0.85482,0.5
3/25/2023,Ambulong,36.5,37.898975,33,-1.398975,3.5,1.398975,3.5,38.1,37.512623,34,0.587377,4.1,0.587377,4.1
3/26/2023,Ambulong,38.1,37.114048,33,0.985952,5.1,0.985952,5.1,36.2,37.093597,34,-0.893597,2.2,0.893597,2.2
3/27/2023,Ambulong,36.2,37.657417,33,-1.457417,3.2,1.457417,3.2,35.1,37.79025,32,-2.69025,3.1,2.69025,3.1
3/28/2023,Ambulong,35.1,37.32726,31,-2.22726,4.1,2.22726,4.1,39,37.278183,31,1.721817,8,1.721817,8
3/29/2023,Ambulong,39,36.658726,34,2.341274,5,2.341274,5,39.1,36.97374,32,2.12626,7.1,2.12626,7.1
3/30/2023,Ambulong,39.1,38.161835,34,0.938165,5.1,0.938165,5.1,40.8,38.050472,33,2.749528,7.8,2.749528,7.8
3/31/2023,Ambulong,40.8,38.40675,33,2.39325,7.8,2.39325,7.8,37.7,38.344105,40,-0.644105,-2.3,0.644105,2.3
4/1/2023,Ambulong,37.7,39.60987,34,-1.90987,3.7,1.90987,3.7,38.9,39.199455,37,-0.299455,1.9,0.299455,1.9
4/2/2023,Ambulong,38.9,39.066673,34,-0.166673,4.9,0.166673,4.9,36,38.901424,34,-2.901424,2,2.901424,2
4/3/2023,Ambulong,36,39.252308,32,-3.252308,4,3.252308,4,34.2,39.421356,31,-5.221356,3.2,5.221356,3.2
4/4/2023,Ambulong,34.2,38.058098,31,-3.858098,3.2,3.858098,3.2,37.9,38.62276,31,-0.72276,6.9,0.72276,6.9
4/5/2023,Ambulong,37.9,37.43919,31,0.46081,6.9,0.46081,6.9,40.9,37.89713,32,3.00287,8.9,3.00287,8.9
4/6/2023,Ambulong,40.9,38.264603,31,2.635397,9.9,2.635397,9.9,36.4,38.7742,33,-2.3742,3.4,2.3742,3.4
4/7/2023,Ambulong,36.4,40.01855,33,-3.61855,3.4,3.61855,3.4,34.3,40.176888,34,-5.876888,0.3,5.876888,0.3
4/8/2023,Ambulong,34.3,38.278904,32,-3.978904,2.3,3.978904,2.3,36.1,38.769066,32,-2.669066,4.1,2.669066,4.1
4/9/2023,Ambulong,36.1,36.72838,33,-0.62838,3.1,0.62838,3.1,35.4,37.78135,32,-2.38135,3.4,2.38135,3.4
4/10/2023,Ambulong,35.4,37.86876,32,-2.46876,3.4,2.46876,3.4,29.9,38.39479,36,-8.49479,-6.1,8.49479,6.1
4/11/2023,Ambulong,29.9,37.939037,27,-8.039037,2.9,8.039037,2.9,30.1,38.475285,28,-8.375285,2.1,8.375285,2.1
4/12/2023,Ambulong,30.1,36.96619,30,-6.86619,0.1,6.86619,0.1,36,38.401707,31,-2.401707,5,2.401707,5
4/13/2023,Ambulong,36,35.745434,33,0.254566,3,0.254566,3,39.6,37.618492,31,1.981508,8.6,1.981508,8.6
4/14/2023,Ambulong,39.6,38.21189,29,1.38811,10.6,1.38811,10.6,40.4,38.572563,30,1.827437,10.4,1.827437,10.4
4/15/2023,Ambulong,40.4,38.989014,34,1.410986,6.4,1.410986,6.4,44.1,39.56784,39,4.53216,5.1,4.53216,5.1
4/16/2023,Ambulong,44.1,39.88556,35,4.21444,9.1,4.21444,9.1,39.1,39.86084,37,-0.76084,2.1,0.76084,2.1
4/17/2023,Ambulong,39.1,40.90886,35,-1.80886,4.1,1.80886,4.1,42.7,40.527977,34,2.172023,8.7,2.172023,8.7
4/18/2023,Ambulong,42.7,39.892235,36,2.807765,6.7,2.807765,6.7,41.1,40.051193,37,1.048807,4.1,1.048807,4.1
4/19/2023,Ambulong,41.1,41.110245,37,-0.010245,4.1,0.010245,4.1,41.8,40.404102,44,1.395898,-2.2,1.395898,2.2
4/20/2023,Ambulong,41.8,41.581882,37,0.218118,4.8,0.218118,4.8,42.9,41.677753,41,1.222247,1.9,1.222247,1.9
4/21/2023,Ambulong,42.9,42.0157,37,0.8843,5.9,0.8843,5.9,42.6,41.513374,37,1.086626,5.6,1.086626,5.6
4/22/2023,Ambulong,42.6,41.891773,36,0.708227,6.6,0.708227,6.6,39.6,41.214294,40,-1.614294,-0.4,1.614294,0.4
4/23/2023,Ambulong,39.6,41.539566,35,-1.939566,4.6,1.939566,4.6,38.7,41.66672,36,-2.96672,2.7,2.96672,2.7
4/24/2023,Ambulong,38.7,39.669685,33,-0.969685,5.7,0.969685,5.7,38.4,40.357445,36,-1.957445,2.4,1.957445,2.4
4/25/2023,Ambulong,38.4,40.134457,36,-1.734457,2.4,1.734457,2.4,38.7,39.979427,37,-1.279427,1.7,1.279427,1.7
4/26/2023,Ambulong,38.7,40.28488,38,-1.58488,0.7,1.58488,0.7,39.8,40.236237,39,-0.436237,0.8,0.436237,0.8
4/27/2023,Ambulong,39.8,40.033936,40,-0.233936,-0.2,0.233936,0.2,41.9,40.60375,40,1.29625,1.9,1.29625,1.9
4/28/2023,Ambulong,41.9,40.765705,40,1.134295,1.9,1.134295,1.9,41.6,40.68413,41,0.91587,0.6,0.91587,0.6
4/29/2023,Ambulong,41.6,41.496532,40,0.103468,1.6,0.103468,1.6,42,41.38521,40,0.61479,2,0.61479,2
4/30/2023,Ambulong,42,42.006054,37,-0.006054,5,0.006054,5,40.3,42.218555,36,-1.918555,4.3,1.918555,4.3
5/1/2023,Ambulong,40.3,42.501274,37,-2.201274,3.3,2.201274,3.3,37.3,42.628414,36,-5.328414,1.3,5.328414,1.3
5/2/2023,Ambulong,37.3,41.716145,40,-4.416145,-2.7,4.416145,2.7,35.5,41.82623,39,-6.32623,-3.5,6.32623,3.5
5/3/2023,Ambulong,35.5,40.54598,38,-5.04598,-2.5,5.04598,2.5,38.7,40.86874,38,-2.16874,0.7,2.16874,0.7
5/4/2023,Ambulong,38.7,39.661667,37,-0.961667,1.7,0.961667,1.7,41.7,40.42302,38,1.27698,3.7,1.27698,3.7
5/5/2023,Ambulong,41.7,40.475895,40,1.224105,1.7,1.224105,1.7,41,41.456924,39,-0.456924,2,0.456924,2
5/6/2023,Ambulong,41,41.7849,40,-0.7849,1,0.7849,1,46.3,41.90213,39,4.39787,7.3,4.39787,7.3
5/7/2023,Ambulong,46.3,41.865044,41,4.434956,5.3,4.434956,5.3,45.6,42.570778,40,3.029222,5.6,3.029222,5.6
5/8/2023,Ambulong,45.6,43.763943,39,1.836057,6.6,1.836057,6.6,44.7,42.963726,40,1.736274,4.7,1.736274,4.7
5/9/2023,Ambulong,44.7,43.54163,44,1.15837,0.7,1.15837,0.7,40.9,42.93492,42,-2.03492,-1.1,2.03492,1.1
5/10/2023,Ambulong,40.9,43.29247,42,-2.39247,-1.1,2.39247,1.1,42.3,43.29559,42,-0.99559,0.3,0.99559,0.3
5/11/2023,Ambulong,42.3,40.719532,42,1.580468,0.3,1.580468,0.3,41.6,42.050583,42,-0.450583,-0.4,0.450583,0.4
5/12/2023,Ambulong,41.6,42.37195,42,-0.77195,-0.4,0.77195,0.4,39.7,42.390064,42,-2.690064,-2.3,2.690064,2.3
5/13/2023,Ambulong,39.7,43.26874,41,-3.56874,-1.3,3.56874,1.3,42.6,42.962593,40,-0.362593,2.6,0.362593,2.6
5/14/2023,Ambulong,42.6,42.654537,42,-0.054537,0.6,0.054537,0.6,43,42.801918,42,0.198082,1,0.198082,1
5/15/2023,Ambulong,43,42.719936,42,0.280064,1,0.280064,1,45,42.693165,44,2.306835,1,2.306835,1
5/16/2023,Ambulong,45,43.044025,42,1.955975,3,1.955975,3,43.5,42.364193,41,1.135807,2.5,1.135807,2.5
5/17/2023,Ambulong,43.5,43.087124,44,0.412876,-0.5,0.412876,0.5,44.5,42.806747,44,1.693253,0.5,1.693253,0.5
5/18/2023,Ambulong,44.5,43.299362,45,1.200638,-0.5,1.200638,0.5,35,44.027912,43,-9.027912,-8,9.027912,8
5/19/2023,Ambulong,35,43.496056,45,-8.496056,-10,8.496056,10,41.5,43.54928,45,-2.04928,-3.5,2.04928,3.5
5/20/2023,Ambulong,41.5,40.68532,35,0.81468,6.5,0.81468,6.5,43.1,42.46955,35,0.63045,8.1,0.63045,8.1
5/21/2023,Ambulong,43.1,43.22028,38,-0.12028,5.1,0.12028,5.1,42.6,44.067818,40,-1.467818,2.6,1.467818,2.6
5/22/2023,Ambulong,42.6,43.91441,45,-1.31441,-2.4,1.31441,2.4,43.1,44.70393,44,-1.60393,-0.9,1.60393,0.9
5/23/2023,Ambulong,43.1,43.635384,43,-0.535384,0.1,0.535384,0.1,45.8,43.80806,43,1.99194,2.8,1.99194,2.8
5/24/2023,Ambulong,45.8,42.989014,42,2.810986,3.8,2.810986,3.8,42.4,44.250603,43,-1.850603,-0.6,1.850603,0.6
5/25/2023,Ambulong,42.4,44.77304,44,-2.37304,-1.6,2.37304,1.6,43.8,44.229183,44,-0.429183,-0.2,0.429183,0.2
5/26/2023,Ambulong,43.8,43.713158,41,0.086842,2.8,0.086842,2.8,41.3,44.416233,41,-3.116233,0.3,3.116233,0.3
5/27/2023,Ambulong,41.3,43.732677,41,-2.432677,0.3,2.432677,0.3,41.2,44.141098,41,-2.941098,0.2,2.941098,0.2
5/28/2023,Ambulong,41.2,43.2316,41,-2.0316,0.2,2.0316,0.2,37.6,43.67078,40,-6.07078,-2.4,6.07078,2.4
5/29/2023,Ambulong,37.6,42.844433,41,-5.244433,-3.4,5.244433,3.4,38.6,43.14545,40,-4.54545,-1.4,4.54545,1.4
5/30/2023,Ambulong,38.6,39.995186,40,-1.395186,-1.4,1.395186,1.4,40.8,41.20376,39,-0.40376,1.8,0.40376,1.8
5/31/2023,Ambulong,40.8,40.397205,39,0.402795,1.8,0.402795,1.8,37.1,40.460533,38,-3.360533,-0.9,3.360533,0.9
3/1/2023,Baguio,23.8,25.010998,24,-1.210998,-0.2,1.210998,0.2,22.1,24.994772,24,-2.894772,-1.9,2.894772,1.9
3/2/2023,Baguio,22.1,24.690317,21,-2.590317,1.1,2.590317,1.1,23,24.735031,21,-1.735031,2,1.735031,2
3/3/2023,Baguio,23,24.388325,19,-1.388325,4,1.388325,4,21.8,24.571205,19,-2.771205,2.8,2.771205,2.8
3/4/2023,Baguio,21.8,24.464985,23,-2.664985,-1.2,2.664985,1.2,24,24.665329,23,-0.665329,1,0.665329,1
3/5/2023,Baguio,24,24.38904,23,-0.38904,1,0.38904,1,24.4,24.893791,23,-0.493791,1.4,0.493791,1.4
3/6/2023,Baguio,24.4,24.837393,23,-0.437393,1.4,0.437393,1.4,23.1,24.799994,23,-1.699994,0.1,1.699994,0.1
3/7/2023,Baguio,23.1,24.701633,23,-1.601633,0.1,1.601633,0.1,21.1,24.892353,24,-3.792353,-2.9,3.792353,2.9
3/8/2023,Baguio,21.1,24.430517,23,-3.330517,-1.9,3.330517,1.9,23.5,24.870398,24,-1.370398,-0.5,1.370398,0.5
3/9/2023,Baguio,23.5,24.109962,23,-0.609962,0.5,0.609962,0.5,21.1,24.452673,23,-3.352673,-1.9,3.352673,1.9
3/10/2023,Baguio,21.1,24.173578,23,-3.073578,-1.9,3.073578,1.9,20.5,24.419376,23,-3.919376,-2.5,3.919376,2.5
3/11/2023,Baguio,20.5,23.905806,23,-3.405806,-2.5,3.405806,2.5,21.8,24.15938,24,-2.35938,-2.2,2.35938,2.2
3/12/2023,Baguio,21.8,24.072819,23,-2.272819,-1.2,2.272819,1.2,24,24.2967,20,-0.2967,4,0.2967,4
3/13/2023,Baguio,24,23.66289,24,0.33711,0,0.33711,0,25,23.866117,24,1.133883,1,1.133883,1
3/14/2023,Baguio,25,23.84024,25,1.15976,0,1.15976,0,24.4,24.06543,26,0.33457,-1.6,0.33457,1.6
3/15/2023,Baguio,24.4,24.684895,27,-0.284895,-2.6,0.284895,2.6,26,24.562626,28,1.437374,-2,1.437374,2
3/16/2023,Baguio,26,24.881266,25,1.118734,1,1.118734,1,24.8,24.975035,25,-0.175035,-0.2,0.175035,0.2
3/17/2023,Baguio,24.8,25.288486,25,-0.488486,-0.2,0.488486,0.2,22.9,25.351568,25,-2.451568,-2.1,2.451568,2.1
3/18/2023,Baguio,22.9,24.669485,26,-1.769485,-3.1,1.769485,3.1,25.9,24.728151,26,1.171849,-0.1,1.171849,0.1
3/19/2023,Baguio,25.9,24.044273,26,1.855727,-0.1,1.855727,0.1,26.4,24.261213,26,2.138787,0.4,2.138787,0.4
3/20/2023,Baguio,26.4,25.260517,26,1.139483,0.4,1.139483,0.4,28.7,24.70371,26,3.99629,2.7,3.99629,2.7
3/21/2023,Baguio,28.7,25.70512,28,2.99488,0.7,2.99488,0.7,28.7,25.545061,27,3.154939,1.7,3.154939,1.7
3/22/2023,Baguio,28.7,26.510578,29,2.189422,-0.3,2.189422,0.3,26.7,25.998756,28,0.701244,-1.3,0.701244,1.3
3/23/2023,Baguio,26.7,26.834944,28,-0.134944,-1.3,0.134944,1.3,26.8,26.484882,32,0.315118,-5.2,0.315118,5.2
3/24/2023,Baguio,26.8,26.029661,28,0.770339,-1.2,0.770339,1.2,24.1,26.140772,28,-2.040772,-3.9,2.040772,3.9
3/25/2023,Baguio,24.1,25.859528,28,-1.759528,-3.9,1.759528,3.9,27.2,26.050148,29,1.149852,-1.8,1.149852,1.8
3/26/2023,Baguio,27.2,24.74173,24,2.45827,3.2,2.45827,3.2,26.8,24.778873,29,2.021127,-2.2,2.021127,2.2
3/27/2023,Baguio,26.8,25.872572,26,0.927428,0.8,0.927428,0.8,23.3,26.214619,26,-2.914619,-2.7,2.914619,2.7
3/28/2023,Baguio,23.3,25.759111,25,-2.459111,-1.7,2.459111,1.7,23.7,25.755167,25,-2.055167,-1.3,2.055167,1.3
3/29/2023,Baguio,23.7,24.332928,26,-0.632928,-2.3,0.632928,2.3,25.9,24.653439,27,1.246561,-1.1,1.246561,1.1
3/30/2023,Baguio,25.9,23.966833,26,1.933167,-0.1,1.933167,0.1,26.1,24.530237,26,1.569763,0.1,1.569763,0.1
3/31/2023,Baguio,26.1,24.589169,27,1.510831,-0.9,1.510831,0.9,26.2,24.794157,28,1.405843,-1.8,1.405843,1.8
4/1/2023,Baguio,26.2,25.042547,27,1.157453,-0.8,1.157453,0.8,24.2,25.347694,27,-1.147694,-2.8,1.147694,2.8
4/2/2023,Baguio,24.2,25.527302,26,-1.327302,-1.8,1.327302,1.8,23.4,25.379412,27,-1.979412,-3.6,1.979412,3.6
4/3/2023,Baguio,23.4,24.330708,26,-0.930708,-2.6,0.930708,2.6,24,24.653488,26,-0.653488,-2,0.653488,2
4/4/2023,Baguio,24,23.68836,25,0.31164,-1,0.31164,1,21,24.2444,25,-3.2444,-4,3.2444,4
4/5/2023,Baguio,21,24.117617,25,-3.117617,-4,3.117617,4,24.9,24.444,25,0.456,-0.1,0.456,0.1
4/6/2023,Baguio,24.9,23.42154,26,1.47846,-1.1,1.47846,1.1,24.3,24.299948,25,5.2E-05,-0.7,5.2E-05,0.7
4/7/2023,Baguio,24.3,24.390825,26,-0.090825,-1.7,0.090825,1.7,22.8,24.748102,26,-1.948102,-3.2,1.948102,3.2
4/8/2023,Baguio,22.8,24.296083,25,-1.496083,-2.2,1.496083,2.2,24.3,24.622314,25,-0.322314,-0.7,0.322314,0.7
4/9/2023,Baguio,24.3,24.007147,25,0.292853,-0.7,0.292853,0.7,24.4,24.405172,25,-0.005172,-0.6,0.005172,0.6
4/10/2023,Baguio,24.4,24.164658,25,0.235342,-0.6,0.235342,0.6,25.2,24.35562,25,0.84438,0.2,0.84438,0.2
4/11/2023,Baguio,25.2,23.859068,27,1.340932,-1.8,1.340932,1.8,25.8,24.400307,28,1.399693,-2.2,1.399693,2.2
4/12/2023,Baguio,25.8,24.824503,24,0.975497,1.8,0.975497,1.8,21.2,25.007116,24,-3.807116,-2.8,3.807116,2.8
4/13/2023,Baguio,21.2,24.212597,25,-3.012597,-3.8,3.012597,3.8,23.5,24.821375,24,-1.321375,-0.5,1.321375,0.5
4/14/2023,Baguio,23.5,22.49118,27,1.00882,-3.5,1.00882,3.5,23.9,23.902409,28,-0.002409,-4.1,0.002409,4.1
4/15/2023,Baguio,23.9,23.778368,25,0.121632,-1.1,0.121632,1.1,24.9,23.90301,24,0.99699,0.9,0.99699,0.9
4/16/2023,Baguio,24.9,23.76437,28,1.13563,-3.1,1.13563,3.1,25.9,24.251572,29,1.648428,-3.1,1.648428,3.1
4/17/2023,Baguio,25.9,24.186632,28,1.713368,-2.1,1.713368,2.1,27.7,25.199488,28,2.500512,-0.3,2.500512,0.3
4/18/2023,Baguio,27.7,25.140125,28,2.559875,-0.3,2.559875,0.3,28.5,25.081932,29,3.418068,-0.5,3.418068,0.5
4/19/2023,Baguio,28.5,26.220085,28,2.279915,0.5,2.279915,0.5,27,25.870293,31,1.129707,-4,1.129707,4
4/20/2023,Baguio,27,26.435825,28,0.564175,-1,0.564175,1,27,25.877064,30,1.122936,-3,1.122936,3
4/21/2023,Baguio,27,26.246262,28,0.753738,-1,0.753738,1,23.1,25.761131,28,-2.661131,-4.9,2.661131,4.9
4/22/2023,Baguio,23.1,26.272295,28,-3.172295,-4.9,3.172295,4.9,25,25.758682,30,-0.758682,-5,0.758682,5
4/23/2023,Baguio,25,24.236364,28,0.763636,-3,0.763636,3,23.9,24.701782,28,-0.801782,-4.1,0.801782,4.1
4/24/2023,Baguio,23.9,25.01878,26,-1.11878,-2.1,1.11878,2.1,24.8,25.08448,26,-0.28448,-1.2,0.28448,1.2
4/25/2023,Baguio,24.8,24.20571,25,0.59429,-0.2,0.59429,0.2,26.5,24.947145,27,1.552855,-0.5,1.552855,0.5
4/26/2023,Baguio,26.5,24.503183,24,1.996817,2.5,1.996817,2.5,25.8,24.530096,28,1.269904,-2.2,1.269904,2.2
4/27/2023,Baguio,25.8,25.318369,26,0.481631,-0.2,0.481631,0.2,27.8,25.277159,25,2.522841,2.8,2.522841,2.8
4/28/2023,Baguio,27.8,25.337976,27,2.462024,0.8,2.462024,0.8,27.8,25.204016,27,2.595984,0.8,2.595984,0.8
4/29/2023,Baguio,27.8,26.361265,26,1.438735,1.8,1.438735,1.8,27.4,26.053158,25,1.346842,2.4,1.346842,2.4
4/30/2023,Baguio,27.4,25.96321,27,1.43679,0.4,1.43679,0.4,25.8,25.873709,27,-0.073709,-1.2,0.073709,1.2
5/1/2023,Baguio,25.8,26.25744,27,-0.45744,-1.2,0.45744,1.2,27,26.149912,27,0.850088,0,0.850088,0
5/2/2023,Baguio,27,25.835142,28,1.164858,-1,1.164858,1,25.5,25.692276,28,-0.192276,-2.5,0.192276,2.5
5/3/2023,Baguio,25.5,26.169577,28,-0.669577,-2.5,0.669577,2.5,23.8,26.425222,27,-2.625222,-3.2,2.625222,3.2
5/4/2023,Baguio,23.8,25.403248,27,-1.603248,-3.2,1.603248,3.2,28.2,25.623493,28,2.576507,0.2,2.576507,0.2
5/5/2023,Baguio,28.2,23.648186,27,4.551814,1.2,4.551814,1.2,27,23.896057,27,3.103943,0,3.103943,0
5/6/2023,Baguio,27,26.259638,27,0.740362,0,0.740362,0,24.6,26.091217,27,-1.491217,-2.4,1.491217,2.4
5/7/2023,Baguio,24.6,26.25254,26,-1.65254,-1.4,1.65254,1.4,26.2,26.565512,26,-0.365512,0.2,0.365512,0.2
5/8/2023,Baguio,26.2,24.62562,24,1.57438,2.2,1.57438,2.2,24.3,24.861708,25,-0.561708,-0.7,0.561708,0.7
5/9/2023,Baguio,24.3,25.593046,25,-1.293046,-0.7,1.293046,0.7,24.9,25.72434,26,-0.82434,-1.1,0.82434,1.1
5/10/2023,Baguio,24.9,24.254799,25,0.645201,-0.1,0.645201,0.1,25.1,24.3536,25,0.7464,0.1,0.7464,0.1
5/11/2023,Baguio,25.1,25.105953,25,-0.005953,0.1,0.005953,0.1,24.4,25.345688,24,-0.945688,0.4,0.945688,0.4
5/12/2023,Baguio,24.4,25.131907,25,-0.731907,-0.6,0.731907,0.6,25,25.349886,26,-0.349886,-1,0.349886,1
5/13/2023,Baguio,25,24.291986,26,0.708014,-1,0.708014,1,24.7,24.337767,26,0.362233,-1.3,0.362233,1.3
5/14/2023,Baguio,24.7,24.587605,27,0.112395,-2.3,0.112395,2.3,20.9,24.585323,28,-3.685323,-7.1,3.685323,7.1
5/15/2023,Baguio,20.9,24.1163,27,-3.2163,-6.1,3.2163,6.1,23.1,24.133715,26,-1.033715,-2.9,1.033715,2.9
5/16/2023,Baguio,23.1,23.290545,27,-0.190545,-3.9,0.190545,3.9,24.5,23.98634,26,0.51366,-1.5,0.51366,1.5
5/17/2023,Baguio,24.5,23.718632,27,0.781368,-2.5,0.781368,2.5,20.4,24.075205,26,-3.675205,-5.6,3.675205,5.6
5/18/2023,Baguio,20.4,24.171432,26,-3.771432,-5.6,3.771432,5.6,21.6,24.609623,27,-3.009623,-5.4,3.009623,5.4
5/19/2023,Baguio,21.6,22.59769,25,-0.99769,-3.4,0.99769,3.4,25.2,24.099104,24,1.100896,1.2,1.100896,1.2
5/20/2023,Baguio,25.2,23.078611,25,2.121389,0.2,2.121389,0.2,19.2,23.733812,24,-4.533812,-4.8,4.533812,4.8
5/21/2023,Baguio,19.2,23.973816,25,-4.773816,-5.8,4.773816,5.8,23.1,23.53145,24,-0.43145,-0.9,0.43145,0.9
5/22/2023,Baguio,23.1,22.082365,24,1.017635,-0.9,1.017635,0.9,24.3,23.345467,25,0.954533,-0.7,0.954533,0.7
5/23/2023,Baguio,24.3,23.534544,24,0.765456,0.3,0.765456,0.3,23.5,23.781538,25,-0.281538,-1.5,0.281538,1.5
5/24/2023,Baguio,23.5,23.83596,24,-0.33596,-0.5,0.33596,0.5,22.9,23.97522,23,-1.07522,-0.1,1.07522,0.1
5/25/2023,Baguio,22.9,23.557358,22,-0.657358,0.9,0.657358,0.9,20.3,23.736238,21,-3.436238,-0.7,3.436238,0.7
5/26/2023,Baguio,20.3,22.989704,23,-2.689704,-2.7,2.689704,2.7,26.6,23.646175,24,2.953825,2.6,2.953825,2.6
5/27/2023,Baguio,26.6,22.069473,25,4.530527,1.6,4.530527,1.6,21.4,22.801182,26,-1.401182,-4.6,1.401182,4.6
5/28/2023,Baguio,21.4,24.740725,27,-3.340725,-5.6,3.340725,5.6,16.6,23.976526,27,-7.376526,-10.4,7.376526,10.4
5/29/2023,Baguio,16.6,21.897066,21,-5.297066,-4.4,5.297066,4.4,14.7,22.552845,21,-7.852845,-6.3,7.852845,6.3
5/30/2023,Baguio,14.7,19.144869,22,-4.444869,-7.3,4.444869,7.3,16.5,19.074007,21,-2.574007,-4.5,2.574007,4.5
5/31/2023,Baguio,16.5,18.068727,23,-1.568727,-6.5,1.568727,6.5,25.1,17.93908,23,7.16092,2.1,7.16092,2.1
3/1/2023,Baler,30.3,31.530972,26,-1.230972,4.3,1.230972,4.3,30.1,31.7865,26,-1.6865,4.1,1.6865,4.1
3/2/2023,Baler,30.1,30.027824,26,0.072176,4.1,0.072176,4.1,29.9,30.958456,26,-1.058456,3.9,1.058456,3.9
3/3/2023,Baler,29.9,30.777847,26,-0.877847,3.9,0.877847,3.9,29.6,31.82077,26,-2.22077,3.6,2.22077,3.6
3/4/2023,Baler,29.6,30.822657,26,-1.222657,3.6,1.222657,3.6,32.3,31.710781,26,0.589219,6.3,0.589219,6.3
3/5/2023,Baler,32.3,30.617186,25,1.682814,7.3,1.682814,7.3,32.3,32.095833,25,0.204167,7.3,0.204167,7.3
3/6/2023,Baler,32.3,32.216904,25,0.083096,7.3,0.083096,7.3,32.9,32.460323,25,0.439677,7.9,0.439677,7.9
3/7/2023,Baler,32.9,32.27062,25,0.62938,7.9,0.62938,7.9,32.1,32.369892,25,-0.269892,7.1,0.269892,7.1
3/8/2023,Baler,32.1,32.588337,26,-0.488337,6.1,0.488337,6.1,29.4,32.62616,26,-3.22616,3.4,3.22616,3.4
3/9/2023,Baler,29.4,32.65559,25,-3.25559,4.4,3.25559,4.4,31,32.58639,25,-1.58639,6,1.58639,6
3/10/2023,Baler,31,30.925941,25,0.074059,6,0.074059,6,33.4,31.878347,25,1.521653,8.4,1.521653,8.4
3/11/2023,Baler,33.4,31.64455,25,1.75545,8.4,1.75545,8.4,27.8,32.27923,25,-4.47923,2.8,4.47923,2.8
