Date,Station,HI_1day_Actual,HI_1day_Model,HI_1day_PAGASA,Model_1day_RawError,PAGASA_1day_RawError,Model_1day_AbsError,PAGASA_1day_AbsError,HI_2day_Actual,HI_2day_Model,HI_2day_PAGASA,Model_2day_RawError,PAGASA_2day_RawError,Model_2day_AbsError,PAGASA_2day_AbsError
4/16/2023,Legazpi,38.2,39.9248,34,-1.7248,4.2,1.7248,4.2,40.7,39.44928,37,1.25072,3.7,1.25072,3.7
4/17/2023,Legazpi,40.7,39.258724,34,1.441276,6.7,1.441276,6.7,40.5,39.25,34,1.25,6.5,1.25,6.5
4/18/2023,Legazpi,40.5,39.529568,34,0.970432,6.5,0.970432,6.5,40.6,39.26354,35,1.33646,5.6,1.33646,5.6
4/19/2023,Legazpi,40.6,39.644913,35,0.955087,5.6,0.955087,5.6,43.3,39.765137,35,3.534863,8.3,3.534863,8.3
4/20/2023,Legazpi,43.3,40.717113,35,2.582887,8.3,2.582887,8.3,41.5,40.850834,36,0.649166,5.5,0.649166,5.5
4/21/2023,Legazpi,41.5,42.07362,35,-0.57362,6.5,0.57362,6.5,45.6,41.255505,37,4.344495,8.6,4.344495,8.6
4/22/2023,Legazpi,45.6,41.24009,35,4.35991,10.6,4.35991,10.6,39.5,40.72793,40,-1.22793,-0.5,1.22793,0.5
4/23/2023,Legazpi,39.5,42.025997,31,-2.525997,8.5,2.525997,8.5,41.7,41.658405,31,0.041595,10.7,0.041595,10.7
4/24/2023,Legazpi,41.7,40.819145,31,0.880855,10.7,0.880855,10.7,45.3,40.76369,32,4.53631,13.3,4.53631,13.3
4/25/2023,Legazpi,45.3,39.950844,36,5.349156,9.3,5.349156,9.3,36.4,40.478477,37,-4.078477,-0.6,4.078477,0.6
4/26/2023,Legazpi,36.4,42.285816,41,-5.885816,-4.6,5.885816,4.6,44.2,41.610622,42,2.589378,2.2,2.589378,2.2
4/27/2023,Legazpi,44.2,39.43526,37,4.76474,7.2,4.76474,7.2,38.8,39.982773,38,-1.182773,0.8,1.182773,0.8
4/28/2023,Legazpi,38.8,40.986565,44,-2.186565,-5.2,2.186565,5.2,42.7,40.934853,45,1.765147,-2.3,1.765147,2.3
4/29/2023,Legazpi,42.7,39.678097,37,3.021903,5.7,3.021903,5.7,42.1,40.035866,38,2.064134,4.1,2.064134,4.1
4/30/2023,Legazpi,42.1,40.996605,33,1.103395,9.1,1.103395,9.1,40.4,40.912094,33,-0.512094,7.4,0.512094,7.4
5/1/2023,Legazpi,40.4,41.260136,33,-0.860136,7.4,0.860136,7.4,28.7,41.710026,33,-13.010026,-4.3,13.010026,4.3
5/2/2023,Legazpi,28.7,40.2217,40,-11.5217,-11.3,11.5217,11.3,37.4,40.64124,42,-3.24124,-4.6,3.24124,4.6
5/3/2023,Legazpi,37.4,37.5821,32,-0.1821,5.4,0.1821,5.4,41.9,39.8547,36,2.0453,5.9,2.0453,5.9
5/4/2023,Legazpi,41.9,39.25233,41,2.64767,0.9,2.64767,0.9,42.3,39.850216,41,2.449784,1.3,2.449784,1.3
5/5/2023,Legazpi,42.3,40.908253,40,1.391747,2.3,1.391747,2.3,42.4,41.58215,43,0.81785,-0.6,0.81785,0.6
5/6/2023,Legazpi,42.4,41.804943,42,0.595057,0.4,0.595057,0.4,42.6,41.91953,42,0.68047,0.6,0.68047,0.6
5/7/2023,Legazpi,42.6,42.18341,43,0.41659,-0.4,0.41659,0.4,43.2,42.257004,42,0.942996,1.2,0.942996,1.2
5/8/2023,Legazpi,43.2,42.220894,41,0.979106,2.2,0.979106,2.2,43.4,42.522274,39,0.877726,4.4,0.877726,4.4
5/9/2023,Legazpi,43.4,42.40287,42,0.99713,1.4,0.99713,1.4,41,42.1879,42,-1.1879,-1,1.1879,1
5/10/2023,Legazpi,41,42.688522,42,-1.688522,-1,1.688522,1,49.8,42.920372,43,6.879628,6.8,6.879628,6.8
5/11/2023,Legazpi,49.8,41.64676,43,8.15324,6.8,8.15324,6.8,40.7,42.064285,43,-1.364285,-2.3,1.364285,2.3
5/12/2023,Legazpi,40.7,43.497425,44,-2.797425,-3.3,2.797425,3.3,42.8,43.124092,45,-0.324092,-2.2,0.324092,2.2
5/13/2023,Legazpi,42.8,41.520866,43,1.279134,-0.2,1.279134,0.2,40,41.72959,42,-1.72959,-2,1.72959,2
5/14/2023,Legazpi,40,42.997143,43,-2.997143,-3,2.997143,3,38.9,42.571552,43,-3.671552,-4.1,3.671552,4.1
5/15/2023,Legazpi,38.9,41.279755,42,-2.379755,-3.1,2.379755,3.1,41.9,41.543465,41,0.356535,0.9,0.356535,0.9
5/16/2023,Legazpi,41.9,41.133865,41,0.766135,0.9,0.766135,0.9,47,41.66312,42,5.33688,5,5.33688,5
5/17/2023,Legazpi,47,42.083664,42,4.916336,5,4.916336,5,40.5,42.544525,42,-2.044525,-1.5,2.044525,1.5
5/18/2023,Legazpi,40.5,43.734768,46,-3.234768,-5.5,3.234768,5.5,42.4,43.092495,43,-0.692495,-0.6,0.692495,0.6
5/19/2023,Legazpi,42.4,41.59667,44,0.80333,-1.6,0.80333,1.6,42.9,42.209187,42,0.690813,0.9,0.690813,0.9
5/20/2023,Legazpi,42.9,41.868584,40,1.031416,2.9,1.031416,2.9,42.1,42.3096,41,-0.2096,1.1,0.2096,1.1
5/21/2023,Legazpi,42.1,42.229404,39,-0.129404,3.1,0.129404,3.1,45.4,42.62756,38,2.77244,7.4,2.77244,7.4
5/22/2023,Legazpi,45.4,42.92536,43,2.47464,2.4,2.47464,2.4,41.8,43.320915,42,-1.520915,-0.2,1.520915,0.2
5/23/2023,Legazpi,41.8,43.70503,45,-1.90503,-3.2,1.90503,3.2,41,43.41635,43,-2.41635,-2,2.41635,2
5/24/2023,Legazpi,41,42.682846,42,-1.682846,-1,1.682846,1,42,42.748493,41,-0.748493,1,0.748493,1
5/25/2023,Legazpi,42,42.45593,41,-0.45593,1,0.45593,1,41.4,42.21731,40,-0.81731,1.4,0.81731,1.4
5/26/2023,Legazpi,41.4,41.731987,40,-0.331987,1.4,0.331987,1.4,38.4,42.362656,39,-3.962656,-0.6,3.962656,0.6
5/27/2023,Legazpi,38.4,41.518684,40,-3.118684,-1.6,3.118684,1.6,41.1,41.637363,39,-0.537363,2.1,0.537363,2.1
5/28/2023,Legazpi,41.1,40.961987,41,0.138013,0.1,0.138013,0.1,37.1,41.689182,40,-4.589182,-2.9,4.589182,2.9
5/29/2023,Legazpi,37.1,41.415287,40,-4.315287,-2.9,4.315287,2.9,35.6,41.6503,41,-6.0503,-5.4,6.0503,5.4
5/30/2023,Legazpi,35.6,39.798916,39,-4.198916,-3.4,4.198916,3.4,39.1,41.222076,40,-2.122076,-0.9,2.122076,0.9
5/31/2023,Legazpi,39.1,39.60095,39,-0.50095,0.1,0.50095,0.1,40.5,40.983242,40,-0.483242,0.5,0.483242,0.5
3/1/2023,NAIA,31.9,34.753426,31,-2.853426,0.9,2.853426,0.9,33.9,34.720627,30,-0.820627,3.9,0.820627,3.9
3/2/2023,NAIA,33.9,32.628017,31,1.271983,2.9,1.271983,2.9,31.9,33.62576,31,-1.72576,0.9,1.72576,0.9
3/3/2023,NAIA,31.9,33.733105,31,-1.833105,0.9,1.833105,0.9,32.5,34.251495,32,-1.751495,0.5,1.751495,0.5
3/4/2023,NAIA,32.5,33.319115,29,-0.819115,3.5,0.819115,3.5,32.4,33.98302,30,-1.58302,2.4,1.58302,2.4
3/5/2023,NAIA,32.4,32.96556,29,-0.56556,3.4,0.56556,3.4,32.7,33.65408,29,-0.95408,3.7,0.95408,3.7
3/6/2023,NAIA,32.7,32.7908,30,-0.0908,2.7,0.0908,2.7,33.8,33.423737,30,0.376263,3.8,0.376263,3.8
3/7/2023,NAIA,33.8,32.910156,31,0.889844,2.8,0.889844,2.8,34.4,33.78901,32,0.61099,2.4,0.61099,2.4
3/8/2023,NAIA,34.4,33.787693,31,0.612307,3.4,0.612307,3.4,31.2,34.253506,31,-3.053506,0.2,3.053506,0.2
3/9/2023,NAIA,31.2,34.529167,29,-3.329167,2.2,3.329167,2.2,33,35.025238,30,-2.025238,3,2.025238,3
3/10/2023,NAIA,33,33.912987,30,-0.912987,3,0.912987,3,33,34.3817,31,-1.3817,2,1.3817,2
3/11/2023,NAIA,33,32.853756,31,0.146244,2,0.146244,2,30,33.765034,31,-3.765034,-1,3.765034,1
3/12/2023,NAIA,30,33.89082,30,-3.89082,0,3.89082,0,34,34.347176,30,-0.347176,4,0.347176,4
3/13/2023,NAIA,34,33.121387,31,0.878613,3,0.878613,3,34.2,34.386375,31,-0.186375,3.2,0.186375,3.2
3/14/2023,NAIA,34.2,33.936535,33,0.263465,1.2,0.263465,1.2,35.7,34.457787,33,1.242213,2.7,1.242213,2.7
3/15/2023,NAIA,35.7,34.864006,34,0.835994,1.7,0.835994,1.7,36.1,35.32336,34,0.77664,2.1,0.77664,2.1
3/16/2023,NAIA,36.1,35.315323,33,0.784677,3.1,0.784677,3.1,37,35.72748,33,1.27252,4,1.27252,4
3/17/2023,NAIA,37,35.207012,34,1.792988,3,1.792988,3,35.7,35.483562,34,0.216438,1.7,0.216438,1.7
3/18/2023,NAIA,35.7,35.75393,32,-0.05393,3.7,0.05393,3.7,34.7,35.596386,33,-0.896386,1.7,0.896386,1.7
3/19/2023,NAIA,34.7,35.772873,33,-1.072873,1.7,1.072873,1.7,34.8,35.5794,32,-0.7794,2.8,0.7794,2.8
3/20/2023,NAIA,34.8,35.039814,33,-0.239814,1.8,0.239814,1.8,37.1,35.35399,33,1.74601,4.1,1.74601,4.1
3/21/2023,NAIA,37.1,35.040455,35,2.059545,2.1,2.059545,2.1,38.8,35.11637,35,3.68363,3.8,3.68363,3.8
3/22/2023,NAIA,38.8,36.495975,35,2.304025,3.8,2.304025,3.8,40.3,36.288994,37,4.011006,3.3,4.011006,3.3
3/23/2023,NAIA,40.3,37.093174,37,3.206826,3.3,3.206826,3.3,39.6,36.530437,38,3.069563,1.6,3.069563,1.6
3/24/2023,NAIA,39.6,38.112377,36,1.487623,3.6,1.487623,3.6,38.8,37.3709,37,1.4291,1.8,1.4291,1.8
3/25/2023,NAIA,38.8,37.907185,36,0.892815,2.8,0.892815,2.8,39.4,37.64483,36,1.75517,3.4,1.75517,3.4
3/26/2023,NAIA,39.4,37.491356,35,1.908644,4.4,1.908644,4.4,39.9,37.196934,37,2.703066,2.9,2.703066,2.9
3/27/2023,NAIA,39.9,37.39191,35,2.50809,4.9,2.50809,4.9,37.6,36.978916,35,0.621084,2.6,0.621084,2.6
3/28/2023,NAIA,37.6,38.061703,34,-0.461703,3.6,0.461703,3.6,38.2,37.71994,35,0.48006,3.2,0.48006,3.2
3/29/2023,NAIA,38.2,37.622684,35,0.577316,3.2,0.577316,3.2,41.7,37.405518,34,4.294482,7.7,4.294482,7.7
3/30/2023,NAIA,41.7,38.27318,36,3.42682,5.7,3.42682,5.7,40.1,38.018204,34,2.081796,6.1,2.081796,6.1
3/31/2023,NAIA,40.1,38.784866,36,1.315134,4.1,1.315134,4.1,41.1,38.740643,38,2.359357,3.1,2.359357,3.1
4/1/2023,NAIA,41.1,38.83961,37,2.26039,4.1,2.26039,4.1,38,38.480034,37,-0.480034,1,0.480034,1
4/2/2023,NAIA,38,39.33401,35,-1.33401,3,1.33401,3,35.3,39.253902,36,-3.953902,-0.7,3.953902,0.7
4/3/2023,NAIA,35.3,38.17688,34,-2.87688,1.3,2.87688,1.3,35.1,38.41927,34,-3.31927,1.1,3.31927,1.1
4/4/2023,NAIA,35.1,37.080097,33,-1.980097,2.1,1.980097,2.1,37.5,38.146515,33,-0.646515,4.5,0.646515,4.5
4/5/2023,NAIA,37.5,36.720573,33,0.779427,4.5,0.779427,4.5,37.2,37.668224,34,-0.468224,3.2,0.468224,3.2
4/6/2023,NAIA,37.2,37.659374,34,-0.459374,3.2,0.459374,3.2,38.3,37.903816,35,0.396184,3.3,0.396184,3.3
4/7/2023,NAIA,38.3,38.07219,35,0.22781,3.3,0.22781,3.3,35.8,38.20244,36,-2.40244,-0.2,2.40244,0.2
4/8/2023,NAIA,35.8,39.454357,34,-3.654357,1.8,3.654357,1.8,36.8,39.04113,35,-2.24113,1.8,2.24113,1.8
4/9/2023,NAIA,36.8,37.45983,34,-0.65983,2.8,0.65983,2.8,37.3,38.1161,34,-0.8161,3.3,0.8161,3.3
4/10/2023,NAIA,37.3,37.166832,35,0.133168,2.3,0.133168,2.3,33.1,37.78913,42,-4.68913,-8.9,4.68913,8.9
4/11/2023,NAIA,33.1,38.40966,31,-5.30966,2.1,5.30966,2.1,31.8,38.51817,33,-6.71817,-1.2,6.71817,1.2
4/12/2023,NAIA,31.8,37.181374,34,-5.381374,-2.2,5.381374,2.2,37.3,38.163635,35,-0.863635,2.3,0.863635,2.3
4/13/2023,NAIA,37.3,35.574467,34,1.725533,3.3,1.725533,3.3,38.4,37.110054,34,1.289946,4.4,1.289946,4.4
4/14/2023,NAIA,38.4,38.024326,35,0.375674,3.4,0.375674,3.4,38.2,37.897842,34,0.302158,4.2,0.302158,4.2
4/15/2023,NAIA,38.2,38.70791,36,-0.50791,2.2,0.50791,2.2,40.1,38.537735,39,1.562265,1.1,1.562265,1.1
4/16/2023,NAIA,40.1,38.795437,37,1.304563,3.1,1.304563,3.1,41.3,38.48069,38,2.81931,3.3,2.81931,3.3
4/17/2023,NAIA,41.3,39.57552,38,1.72448,3.3,1.72448,3.3,40.5,39.258522,38,1.241478,2.5,1.241478,2.5
4/18/2023,NAIA,40.5,39.67135,37,0.82865,3.5,0.82865,3.5,41.1,39.770103,38,1.329897,3.1,1.329897,3.1
4/19/2023,NAIA,41.1,40.230095,38,0.869905,3.1,0.869905,3.1,41.5,40.00357,39,1.49643,2.5,1.49643,2.5
4/20/2023,NAIA,41.5,40.85764,38,0.64236,3.5,0.64236,3.5,41.4,40.446575,38,0.953425,3.4,0.953425,3.4
4/21/2023,NAIA,41.4,41.167965,38,0.232035,3.4,0.232035,3.4,41.7,40.12577,36,1.57423,5.7,1.57423,5.7
4/22/2023,NAIA,41.7,40.0779,38,1.6221,3.7,1.6221,3.7,40.4,39.676823,41,0.723177,-0.6,0.723177,0.6
4/23/2023,NAIA,40.4,40.599384,35,-0.199384,5.4,0.199384,5.4,38.4,39.622765,34,-1.222765,4.4,1.222765,4.4
4/24/2023,NAIA,38.4,39.52497,35,-1.12497,3.4,1.12497,3.4,40,39.878788,37,0.121212,3,0.121212,3
4/25/2023,NAIA,40,40.015205,37,-0.015205,3,0.015205,3,41.5,39.930374,38,1.569626,3.5,1.569626,3.5
4/26/2023,NAIA,41.5,39.736458,38,1.763542,3.5,1.763542,3.5,39.8,39.907948,39,-0.107948,0.8,0.107948,0.8
4/27/2023,NAIA,39.8,39.299366,39,0.500634,0.8,0.500634,0.8,41.1,39.63332,40,1.46668,1.1,1.46668,1.1
4/28/2023,NAIA,41.1,39.690117,40,1.409883,1.1,1.409883,1.1,42.9,39.678463,39,3.221537,3.9,3.221537,3.9
4/29/2023,NAIA,42.9,40.101475,39,2.798525,3.9,2.798525,3.9,43.5,40.06684,40,3.43316,3.5,3.43316,3.5
4/30/2023,NAIA,43.5,41.585575,38,1.914425,5.5,1.914425,5.5,42.3,41.064365,38,1.235635,4.3,1.235635,4.3
5/1/2023,NAIA,42.3,40.769268,38,1.530732,4.3,1.530732,4.3,39.8,40.96943,38,-1.16943,1.8,1.16943,1.8
5/2/2023,NAIA,39.8,40.42276,41,-0.62276,-1.2,0.62276,1.2,41.4,40.544792,41,0.855208,0.4,0.855208,0.4
5/3/2023,NAIA,41.4,40.069443,40,1.330557,1.4,1.330557,1.4,42.8,40.354652,41,2.445348,1.8,2.445348,1.8
5/4/2023,NAIA,42.8,41.098946,36,1.701054,6.8,1.701054,6.8,42.6,40.86234,37,1.73766,5.6,1.73766,5.6
5/5/2023,NAIA,42.6,41.523464,40,1.076536,2.6,1.076536,2.6,41.7,41.59396,42,0.10604,-0.3,0.10604,0.3
5/6/2023,NAIA,41.7,41.796326,40,-0.096326,1.7,0.096326,1.7,44.1,41.31988,40,2.78012,4.1,2.78012,4.1
5/7/2023,NAIA,44.1,41.588673,41,2.511327,3.1,2.511327,3.1,43.8,41.694084,37,2.105916,6.8,2.105916,6.8
5/8/2023,NAIA,43.8,41.899796,43,1.900204,0.8,1.900204,0.8,40.3,41.405655,40,-1.105655,0.3,1.105655,0.3
5/9/2023,NAIA,40.3,41.636623,43,-1.336623,-2.7,1.336623,2.7,41.7,41.260303,44,0.439697,-2.3,0.439697,2.3
5/10/2023,NAIA,41.7,40.582096,38,1.117904,3.7,1.117904,3.7,40.8,40.902668,40,-0.102668,0.8,0.102668,0.8
5/11/2023,NAIA,40.8,41.263878,41,-0.463878,-0.2,0.463878,0.2,41.9,41.307327,39,0.592673,2.9,0.592673,2.9
5/12/2023,NAIA,41.9,41.026653,40,0.873347,1.9,0.873347,1.9,42.8,40.77658,38,2.02342,4.8,2.02342,4.8
5/13/2023,NAIA,42.8,41.52945,41,1.27055,1.8,1.27055,1.8,42.3,41.208675,37,1.091325,5.3,1.091325,5.3
5/14/2023,NAIA,42.3,41.954647,42,0.345353,0.3,0.345353,0.3,40.9,41.96887,43,-1.06887,-2.1,1.06887,2.1
5/15/2023,NAIA,40.9,41.655052,42,-0.755052,-1.1,0.755052,1.1,42.2,41.576454,41,0.623546,1.2,0.623546,1.2
5/16/2023,NAIA,42.2,41.020435,41,1.179565,1.2,1.179565,1.2,40.4,41.14673,40,-0.74673,0.4,0.74673,0.4
5/17/2023,NAIA,40.4,41.420525,42,-1.020525,-1.6,1.020525,1.6,40.9,41.21618,40,-0.31618,0.9,0.31618,0.9
5/18/2023,NAIA,40.9,41.02465,42,-0.12465,-1.1,0.12465,1.1,40.2,41.227814,40,-1.027814,0.2,1.027814,0.2
5/19/2023,NAIA,40.2,41.287903,41,-1.087903,-0.8,1.087903,0.8,40.6,40.904713,41,-0.304713,-0.4,0.304713,0.4
5/20/2023,NAIA,40.6,39.88118,38,0.71882,2.6,0.71882,2.6,41.9,40.647034,39,1.252966,2.9,1.252966,2.9
5/21/2023,NAIA,41.9,41.302345,40,0.597655,1.9,0.597655,1.9,41.9,41.497143,39,0.402857,2.9,0.402857,2.9
5/22/2023,NAIA,41.9,41.67465,42,0.22535,-0.1,0.22535,0.1,42.3,41.52544,42,0.77456,0.3,0.77456,0.3
5/23/2023,NAIA,42.3,41.126263,41,1.173737,1.3,1.173737,1.3,42.2,40.872105,41,1.327895,1.2,1.327895,1.2
5/24/2023,NAIA,42.2,41.403744,42,0.796256,0.2,0.796256,0.2,42.1,41.167248,41,0.932752,1.1,0.932752,1.1
5/25/2023,NAIA,42.1,41.453022,38,0.646978,4.1,0.646978,4.1,41,41.79268,38,-0.79268,3,0.79268,3
5/26/2023,NAIA,41,42.084373,38,-1.084373,3,1.084373,3,41.9,41.780254,37,0.119746,4.9,0.119746,4.9
5/27/2023,NAIA,41.9,41.44967,39,0.45033,2.9,0.45033,2.9,44.2,41.635468,39,2.564532,5.2,2.564532,5.2
5/28/2023,NAIA,44.2,41.229504,40,2.970496,4.2,2.970496,4.2,41.6,41.319008,41,0.280992,0.6,0.280992,0.6
5/29/2023,NAIA,41.6,41.871174,42,-0.271174,-0.4,0.271174,0.4,43.8,41.678394,43,2.121606,0.8,2.121606,0.8
5/30/2023,NAIA,43.8,40.92993,36,2.87007,7.8,2.87007,7.8,40,41.23953,33,-1.23953,7,1.23953,7
5/31/2023,NAIA,40,40.606594,39,-0.606594,1,0.606594,1,38,41.111885,38,-3.111885,0,3.111885,0
3/1/2023,Port Area,31.9,33.303726,31,-1.403726,0.9,1.403726,0.9,32.3,33.897964,30,-1.597964,2.3,1.597964,2.3
3/2/2023,Port Area,32.3,32.14287,31,0.15713,1.3,0.15713,1.3,31.1,33.14129,31,-2.04129,0.1,2.04129,0.1
3/3/2023,Port Area,31.1,32.351215,31,-1.251215,0.1,1.251215,0.1,30.6,33.01667,32,-2.41667,-1.4,2.41667,1.4
3/4/2023,Port Area,30.6,32.114143,29,-1.514143,1.6,1.514143,1.6,30.5,32.970882,30,-2.470882,0.5,2.470882,0.5
3/5/2023,Port Area,30.5,31.801634,29,-1.301634,1.5,1.301634,1.5,32.1,32.758457,29,-0.658457,3.1,0.658457,3.1
3/6/2023,Port Area,32.1,31.766819,30,0.333181,2.1,0.333181,2.1,33.4,32.51471,30,0.88529,3.4,0.88529,3.4
3/7/2023,Port Area,33.4,32.25328,31,1.14672,2.4,1.14672,2.4,32.2,32.793594,32,-0.593594,0.2,0.593594,0.2
3/8/2023,Port Area,32.2,33.049046,31,-0.849046,1.2,0.849046,1.2,30.6,33.456013,31,-2.856013,-0.4,2.856013,0.4
3/9/2023,Port Area,30.6,32.736042,29,-2.136042,1.6,2.136042,1.6,30.9,33.212807,30,-2.312807,0.9,2.312807,0.9
3/10/2023,Port Area,30.9,31.99648,30,-1.09648,0.9,1.09648,0.9,31.4,32.555183,31,-1.155183,0.4,1.155183,0.4
3/11/2023,Port Area,31.4,31.765724,31,-0.365724,0.4,0.365724,0.4,29.9,32.664047,31,-2.764047,-1.1,2.764047,1.1
3/12/2023,Port Area,29.9,32.269485,30,-2.369485,-0.1,2.369485,0.1,31.9,33.093212,30,-1.193212,1.9,1.193212,1.9
3/13/2023,Port Area,31.9,32.2799,31,-0.3799,0.9,0.3799,0.9,32.8,33.302555,31,-0.502555,1.8,0.502555,1.8
3/14/2023,Port Area,32.8,32.56972,33,0.23028,-0.2,0.23028,0.2,33.2,33.28873,33,-0.08873,0.2,0.08873,0.2
3/15/2023,Port Area,33.2,33.107166,34,0.092834,-0.8,0.092834,0.8,34.5,33.474045,34,1.025955,0.5,1.025955,0.5
3/16/2023,Port Area,34.5,33.42795,33,1.07205,1.5,1.07205,1.5,36.8,33.71641,33,3.08359,3.8,3.08359,3.8
3/17/2023,Port Area,36.8,33.724438,34,3.075562,2.8,3.075562,2.8,34.4,33.730526,34,0.669474,0.4,0.669474,0.4
3/18/2023,Port Area,34.4,35.195724,32,-0.795724,2.4,0.795724,2.4,33.6,34.668465,33,-1.068465,0.6,1.068465,0.6
3/19/2023,Port Area,33.6,34.003323,33,-0.403323,0.6,0.403323,0.6,33.4,33.973213,32,-0.573213,1.4,0.573213,1.4
3/20/2023,Port Area,33.4,33.672134,33,-0.272134,0.4,0.272134,0.4,35.9,33.441128,33,2.458872,2.9,2.458872,2.9
3/21/2023,Port Area,35.9,33.613945,35,2.286055,0.9,2.286055,0.9,37,33.59483,35,3.40517,2,3.40517,2
3/22/2023,Port Area,37,34.81434,35,2.18566,2,2.18566,2,38.5,34.44341,37,4.05659,1.5,4.05659,1.5
3/23/2023,Port Area,38.5,35.562958,37,2.937042,1.5,2.937042,1.5,37.7,35.07268,38,2.62732,-0.3,2.62732,0.3
3/24/2023,Port Area,37.7,37.101505,36,0.598495,1.7,0.598495,1.7,36.1,36.143677,37,-0.043677,-0.9,0.043677,0.9
3/25/2023,Port Area,36.1,36.764244,36,-0.664244,0.1,0.664244,0.1,36.7,35.989727,36,0.710273,0.7,0.710273,0.7
3/26/2023,Port Area,36.7,35.786156,35,0.913844,1.7,0.913844,1.7,36,35.538128,37,0.461872,-1,0.461872,1
3/27/2023,Port Area,36,36.085506,35,-0.085506,1,0.085506,1,34.9,35.4607,35,-0.5607,-0.1,0.5607,0.1
3/28/2023,Port Area,34.9,36.285896,34,-1.385896,0.9,1.385896,0.9,35.9,35.683613,35,0.216387,0.9,0.216387,0.9
3/29/2023,Port Area,35.9,35.42357,35,0.47643,0.9,0.47643,0.9,36.6,35.08622,34,1.51378,2.6,1.51378,2.6
3/30/2023,Port Area,36.6,36.153423,36,0.446577,0.6,0.446577,0.6,36.5,35.79858,34,0.70142,2.5,0.70142,2.5
3/31/2023,Port Area,36.5,36.565723,36,-0.065723,0.5,0.065723,0.5,37.2,36.306416,38,0.893584,-0.8,0.893584,0.8
4/1/2023,Port Area,37.2,36.50195,37,0.69805,0.2,0.69805,0.2,36.7,36.023087,37,0.676913,-0.3,0.676913,0.3
4/2/2023,Port Area,36.7,36.99033,35,-0.29033,1.7,0.29033,1.7,35,36.830288,36,-1.830288,-1,1.830288,1
4/3/2023,Port Area,35,36.21505,34,-1.21505,1,1.21505,1,34,36.572815,34,-2.572815,0,2.572815,0
4/4/2023,Port Area,34,35.386665,33,-1.386665,1,1.386665,1,35.4,36.0224,33,-0.6224,2.4,0.6224,2.4
4/5/2023,Port Area,35.4,35.31706,33,0.08294,2.4,0.08294,2.4,35.4,35.99936,34,-0.59936,1.4,0.59936,1.4
4/6/2023,Port Area,35.4,35.891357,34,-0.491357,1.4,0.491357,1.4,37.2,36.36579,35,0.83421,2.2,0.83421,2.2
4/7/2023,Port Area,37.2,36.55516,35,0.64484,2.2,0.64484,2.2,37.7,36.699654,36,1.000346,1.7,1.000346,1.7
4/8/2023,Port Area,37.7,37.018936,34,0.681064,3.7,0.681064,3.7,35.1,37.50197,35,-2.40197,0.1,2.40197,0.1
4/9/2023,Port Area,35.1,37.593037,34,-2.493037,1.1,2.493037,1.1,35.2,37.6796,34,-2.4796,1.2,2.4796,1.2
4/10/2023,Port Area,35.2,35.85195,35,-0.65195,0.2,0.65195,0.2,33,36.454975,42,-3.454975,-9,3.454975,9
4/11/2023,Port Area,33,36.071236,31,-3.071236,2,3.071236,2,31.3,36.71794,33,-5.41794,-1.7,5.41794,1.7
4/12/2023,Port Area,31.3,35.23786,34,-3.93786,-2.7,3.93786,2.7,36.2,35.903214,35,0.296786,1.2,0.296786,1.2
4/13/2023,Port Area,36.2,33.455124,34,2.744876,2.2,2.744876,2.2,36.8,35.408222,34,1.391778,2.8,1.391778,2.8
4/14/2023,Port Area,36.8,37.17497,35,-0.37497,1.8,0.37497,1.8,38,37.333336,34,0.666664,4,0.666664,4
4/15/2023,Port Area,38,37.440582,36,0.559418,2,0.559418,2,37,37.507942,39,-0.507942,-2,0.507942,2
4/16/2023,Port Area,37,37.824703,37,-0.824703,0,0.824703,0,39.7,37.416885,38,2.283115,1.7,2.283115,1.7
4/17/2023,Port Area,39.7,37.40473,38,2.29527,1.7,2.29527,1.7,39.3,37.36382,38,1.93618,1.3,1.93618,1.3
4/18/2023,Port Area,39.3,38.7711,37,0.5289,2.3,0.5289,2.3,39.8,38.452045,38,1.347955,1.8,1.347955,1.8
4/19/2023,Port Area,39.8,39.208393,38,0.591607,1.8,0.591607,1.8,41,38.464687,39,2.535313,2,2.535313,2
4/20/2023,Port Area,41,39.25596,38,1.74404,3,1.74404,3,39,38.547653,37,0.452347,2,0.452347,2
4/21/2023,Port Area,39,40.441902,38,-1.441902,1,1.441902,1,38.5,39.413826,36,-0.913826,2.5,0.913826,2.5
4/22/2023,Port Area,38.5,39.33139,38,-0.83139,0.5,0.83139,0.5,39,39.01283,41,-0.01283,-2,0.01283,2
4/23/2023,Port Area,39,38.90317,35,0.09683,4,0.09683,4,37.2,38.73952,34,-1.53952,3.2,1.53952,3.2
4/24/2023,Port Area,37.2,38.145164,35,-0.945164,2.2,0.945164,2.2,38.1,38.81805,37,-0.71805,1.1,0.71805,1.1
4/25/2023,Port Area,38.1,38.2805,37,-0.1805,1.1,0.1805,1.1,37.6,38.831142,37,-1.231142,0.6,1.231142,0.6
4/26/2023,Port Area,37.6,38.35532,38,-0.75532,-0.4,0.75532,0.4,40.1,38.955475,37,1.144525,3.1,1.144525,3.1
4/27/2023,Port Area,40.1,38.399662,39,1.700338,1.1,1.700338,1.1,40.9,38.559315,40,2.340685,0.9,2.340685,0.9
4/28/2023,Port Area,40.9,38.5025,41,2.3975,-0.1,2.3975,0.1,38.4,38.503284,40,-0.103284,-1.6,0.103284,1.6
