date,Albedo_original,Albedo_linear,Albedo_spline,station
2014-01-01,,0.7658004756018898,0.3063133055977626,Tuguegarao
2014-01-02,,0.7658004756018898,0.30626837354653597,Tuguegarao
2014-01-03,,0.7658004756018898,0.3062234635261474,Tuguegarao
2014-01-04,,0.7658004756018898,0.3061785755365969,Tuguegarao
2014-01-05,,0.7658004756018898,0.3061337095778842,Tuguegarao
2014-01-06,0.7658004756018898,0.7658004756018898,0.7658004756018898,Tuguegarao
2014-01-07,,0.7648721919810936,0.3060440437529731,Tuguegarao
2014-01-08,,0.7639439083602975,0.30599924388677446,Tuguegarao
2014-01-09,,0.7630156247395012,0.3059544660514139,Tuguegarao
2014-01-10,,0.762087341118705,0.3059097102468914,Tuguegarao
2014-01-11,,0.7611590574979089,0.30586497647320676,Tuguegarao
2014-01-12,,0.7602307738771127,0.3058202647303602,Tuguegarao
2014-01-13,,0.7593024902563166,0.3057755750183517,Tuguegarao
2014-01-14,,0.7583742066355204,0.30573090733718106,Tuguegarao
2014-01-15,,0.7574459230147241,0.30568626168684854,Tuguegarao
2014-01-16,,0.756517639393928,0.3056416380673539,Tuguegarao
2014-01-17,,0.7555893557731318,0.30559703647869735,Tuguegarao
2014-01-18,,0.7546610721523357,0.3055524569208788,Tuguegarao
2014-01-19,,0.7537327885315395,0.3055078993938982,Tuguegarao
2014-01-20,,0.7528045049107432,0.3054633638977556,Tuguegarao
2014-01-21,,0.7518762212899471,0.3054188504324511,Tuguegarao
2014-01-22,0.7509479376691509,0.7509479376691509,0.7509479376691509,Tuguegarao
2014-01-23,,0.7133504383148548,0.30532988959435586,Tuguegarao
2014-01-24,,0.6757529389605588,0.30528544222156534,Tuguegarao
2014-01-25,,0.6381554396062626,0.3052410168796128,Tuguegarao
2014-01-26,,0.6005579402519665,0.3051966135684982,Tuguegarao
2014-01-27,,0.5629604408976705,0.30515223228822164,Tuguegarao
2014-01-28,,0.5253629415433744,0.3051078730387831,Tuguegarao
2014-01-29,,0.48776544218907825,0.3050635358201825,Tuguegarao
2014-01-30,,0.4501679428347822,0.30501922063242,Tuguegarao
2014-01-31,,0.4125704434804861,0.30497492747549537,Tuguegarao
2014-02-01,,0.37497294412619,0.3049306563494088,Tuguegarao
2014-02-02,,0.3373754447718939,0.3048864072541603,Tuguegarao
2014-02-03,,0.29977794541759784,0.3048421801897497,Tuguegarao
2014-02-04,,0.2621804460633017,0.30479797515617707,Tuguegarao
2014-02-05,,0.22458294670900558,0.3047537921534425,Tuguegarao
2014-02-06,,0.18698544735470957,0.304709631181546,Tuguegarao
2014-02-07,0.14938794800041347,0.14938794800041347,0.14938794800041347,Tuguegarao
2014-02-08,,0.17548977798424603,0.3046213753302669,Tuguegarao
2014-02-09,,0.20159160796807862,0.3045772804508843,Tuguegarao
2014-02-10,,0.22769343795191122,0.3045332076023397,Tuguegarao
2014-02-11,,0.2537952679357438,0.3044891567846332,Tuguegarao
2014-02-12,,0.2798970979195764,0.3044451279977646,Tuguegarao
2014-02-13,,0.30599892790340893,0.30440112124173396,Tuguegarao
2014-02-14,,0.33210075788724147,0.30435713651654145,Tuguegarao
2014-02-15,,0.35820258787107406,0.30431317382218687,Tuguegarao
2014-02-16,,0.38430441785490665,0.3042692331586703,Tuguegarao
2014-02-17,,0.41040624783873925,0.3042253145259917,Tuguegarao
2014-02-18,,0.43650807782257184,0.3041814179241512,Tuguegarao
2014-02-19,,0.46260990780640443,0.3041375433531486,Tuguegarao
2014-02-20,,0.488711737790237,0.30409369081298404,Tuguegarao
2014-02-21,,0.5148135677740695,0.3040498603036575,Tuguegarao
2014-02-22,,0.5409153977579021,0.3040060518251689,Tuguegarao
2014-02-23,0.5670172277417347,0.5670172277417347,0.5670172277417347,Tuguegarao
2014-02-24,,0.5687608670750133,0.3039185009607058,Tuguegarao
2014-02-25,,0.5705045064082919,0.30387475857473123,Tuguegarao
2014-02-26,,0.5722481457415705,0.3038310382195947,Tuguegarao
2014-02-27,,0.573991785074849,0.30378733989529616,Tuguegarao
2014-02-28,,0.5757354244081276,0.3037436636018355,Tuguegarao
2014-03-01,,0.5774790637414062,0.30370000933921304,Tuguegarao
2014-03-02,,0.5792227030746848,0.30365637710742843,Tuguegarao
2014-03-03,,0.5809663424079634,0.30361276690648187,Tuguegarao
2014-03-04,,0.5827099817412419,0.3035691787363733,Tuguegarao
2014-03-05,,0.5844536210745205,0.30352561259710276,Tuguegarao
2014-03-06,,0.5861972604077991,0.30348206848867015,Tuguegarao
2014-03-07,,0.5879408997410777,0.3034385464110756,Tuguegarao
2014-03-08,,0.5896845390743563,0.3033950463643191,Tuguegarao
2014-03-09,,0.5914281784076348,0.3033515683484005,Tuguegarao
2014-03-10,,0.5931718177409134,0.30330811236331995,Tuguegarao
2014-03-11,0.594915457074192,0.594915457074192,0.594915457074192,Tuguegarao
2014-03-12,,0.5673784723486055,0.3032212664856728,Tuguegarao
2014-03-13,,0.539841487623019,0.30317787659310624,Tuguegarao
2014-03-14,,0.5123045028974326,0.3031345087313777,Tuguegarao
2014-03-15,,0.48476751817184605,0.30309116290048715,Tuguegarao
2014-03-16,,0.4572305334462595,0.30304783910043465,Tuguegarao
2014-03-17,,0.429693548720673,0.30300453733122007,Tuguegarao
2014-03-18,,0.40215656399508654,0.3029612575928434,Tuguegarao
2014-03-19,,0.37461957926950007,0.302917999885305,Tuguegarao
2014-03-20,,0.34708259454391355,0.3028747642086044,Tuguegarao
2014-03-21,,0.319545609818327,0.3028315505627418,Tuguegarao
