date,NDWI_original,NDWI_linear,NDWI_spline
2014-01-01,,-0.35755315610812644,-0.17805025501238958
2014-01-02,,-0.35755315610812644,-0.17823046542394452
2014-01-03,,-0.35755315610812644,-0.1784106189294415
2014-01-04,,-0.35755315610812644,-0.17859071551811473
2014-01-05,,-0.35755315610812644,-0.17877075517919858
2014-01-06,,-0.35755315610812644,-0.17895073790192742
2014-01-07,,-0.35755315610812644,-0.17913066367553557
2014-01-08,,-0.35755315610812644,-0.1793105324892573
2014-01-09,,-0.35755315610812644,-0.17949034433232688
2014-01-10,,-0.35755315610812644,-0.1796700991939787
2014-01-11,,-0.35755315610812644,-0.17984979706344714
2014-01-12,,-0.35755315610812644,-0.18002943792996645
2014-01-13,-0.35755315610812644,-0.35755315610812644,-0.35755315610812644
2014-01-14,,-0.3399867175500968,-0.18038854861109502
2014-01-15,,-0.32242027899206716,-0.1805680184041729
2014-01-16,,-0.30485384043403757,-0.180747431151239
2014-01-17,,-0.28728740187600793,-0.18092678684152755
2014-01-18,,-0.2697209633179783,-0.18110608546427293
2014-01-19,,-0.2521545247599487,-0.1812853270087095
2014-01-20,,-0.23458808620191907,-0.18146451146407153
2014-01-21,,-0.21702164764388943,-0.1816436388195933
2014-01-22,,-0.19945520908585979,-0.18182270906450917
2014-01-23,,-0.18188877052783017,-0.18200172218805352
2014-01-24,,-0.16432233196980056,-0.18218067817946063
2014-01-25,,-0.14675589341177092,-0.18235957702796476
2014-01-26,,-0.12918945485374128,-0.18253841872280027
2014-01-27,,-0.11162301629571167,-0.1827172032532016
2014-01-28,,-0.09405657773768206,-0.182895930608403
2014-01-29,-0.07649013917965239,-0.07649013917965239,-0.07649013917965239
2014-01-30,,-0.08051617604270399,-0.18325321375014308
2014-01-31,,-0.08454221290575559,-0.18343176951515047
2014-02-01,,-0.08856824976880719,-0.1836102680618952
2014-02-02,,-0.09259428663185879,-0.1837887093796116
2014-02-03,,-0.09662032349491038,-0.183967093457534
2014-02-04,,-0.10064636035796198,-0.1841454202848967
2014-02-05,,-0.10467239722101358,-0.18432368985093403
2014-02-06,,-0.10869843408406518,-0.1845019021448803
2014-02-07,,-0.11272447094711678,-0.1846800571559698
2014-02-08,,-0.11675050781016838,-0.18485815487343696
2014-02-09,,-0.12077654467321998,-0.185036195286516
2014-02-10,,-0.12480258153627158,-0.18521417838444126
2014-02-11,,-0.1288286183993232,-0.18539210415644708
2014-02-12,,-0.13285465526237478,-0.18556997259176788
2014-02-13,,-0.13688069212542636,-0.18574778367963776
2014-02-14,-0.14090672898847798,-0.14090672898847798,-0.14090672898847798
2014-02-15,,-0.14373538369944774,-0.1861032337699626
2014-02-16,,-0.1465640384104175,-0.18628087275088606
2014-02-17,,-0.14939269312138728,-0.1864584543412961
2014-02-18,,-0.15222134783235705,-0.1866359785304269
2014-02-19,,-0.15505000254332682,-0.1868134453075128
2014-02-20,,-0.1578786572542966,-0.18699085466178822
2014-02-21,,-0.16070731196526636,-0.1871682065824874
2014-02-22,,-0.16353596667623613,-0.18734550105884473
2014-02-23,,-0.1663646213872059,-0.18752273808009448
2014-02-24,,-0.16919327609817567,-0.18769991763547098
2014-02-25,,-0.17202193080914543,-0.18787703971420852
2014-02-26,,-0.1748505855201152,-0.18805410430554156
2014-02-27,,-0.17767924023108497,-0.18823111139870427
2014-02-28,,-0.18050789494205474,-0.18840806098293095
2014-03-01,,-0.1833365496530245,-0.18858495304745607
2014-03-02,-0.18616520436399428,-0.18616520436399428,-0.18616520436399428
2014-03-03,,-0.17488495898881704,-0.1889385645743387
2014-03-04,,-0.16360471361363982,-0.18911528401516484
2014-03-05,,-0.15232446823846257,-0.18929194589322665
2014-03-06,,-0.14104422286328533,-0.18946855019775843
2014-03-07,,-0.12976397748810808,-0.18964509691799453
2014-03-08,,-0.11848373211293087,-0.18982158604316923
2014-03-09,,-0.10720348673775362,-0.18999801756251689
2014-03-10,,-0.09592324136257639,-0.19017439146527182
2014-03-11,,-0.08464299598739916,-0.1903507077406684
2014-03-12,,-0.07336275061222192,-0.1905269663779408
2014-03-13,,-0.062082505237044686,-0.19070316736632348
2014-03-14,,-0.050802259861867455,-0.19087931069505074
2014-03-15,,-0.03952201448669021,-0.19105539635335683
2014-03-16,,-0.028241769111512965,-0.19123142433047613
2014-03-17,,-0.01696152373633575,-0.191407394615643
2014-03-18,-0.0056812783611585125,-0.0056812783611585125,-0.0056812783611585125
2014-03-19,,-0.02028076280348437,-0.19175916206705662
2014-03-20,,-0.03488024724581023,-0.19193495921177198
2014-03-21,,-0.04947973168813609,-0.19211069862147218
2014-03-22,,-0.06407921613046196,-0.19228638028539158
2014-03-23,,-0.07867870057278782,-0.1924620041927643
2014-03-24,,-0.09327818501511367,-0.19263757033282491
2014-03-25,,-0.10787766945743953,-0.1928130786948076
2014-03-26,,-0.12247715389976539,-0.19298852926794677
2014-03-27,,-0.13707663834209124,-0.19316392204147662
2014-03-28,,-0.1516761227844171,-0.19333925700463156
2014-03-29,,-0.16627560722674295,-0.1935145341466459
2014-03-30,,-0.18087509166906882,-0.19368975345675396
2014-03-31,,-0.19547457611139468,-0.19386491492419008
2014-04-01,,-0.21007406055372052,-0.1940400185381886
2014-04-02,,-0.2246735449960464,-0.19421506428798377
2014-04-03,-0.23927302943837225,-0.23927302943837225,-0.23927302943837225
2014-04-04,,-0.24156050213090707,-0.1945649821519015
2014-04-05,,-0.24384797482344192,-0.19473985424449267
2014-04-06,,-0.24613544751597677,-0.19491466842981778
2014-04-07,,-0.2484229202085116,-0.19508942469711127
2014-04-08,,-0.2507103929010464,-0.19526412303560736
2014-04-09,,-0.2529978655935813,-0.19543876343454036
2014-04-10,,-0.2552853382861161,-0.19561334588314466
2014-04-11,,-0.2575728109786509,-0.1957878703706546
2014-04-12,,-0.25986028367118574,-0.19596233688630438
2014-04-13,,-0.26214775636372056,-0.19613674541932838
2014-04-14,,-0.26443522905625544,-0.19631109595896098
2014-04-15,,-0.26672270174879026,-0.1964853884944365
2014-04-16,,-0.2690101744413251,-0.19665962301498918
2014-04-17,,-0.27129764713385995,-0.19683379950985336
2014-04-18,,-0.2735851198263948,-0.19700791796826342
2014-04-19,-0.2758725925189296,-0.2758725925189296,-0.2758725925189296
2014-04-20,,-0.27520990550180346,-0.19735598073265842
2014-04-21,,-0.27454721848467734,-0.19752992501711195
2014-04-22,,-0.2738845314675512,-0.19770381122204864
2014-04-23,,-0.2732218444504251,-0.1978776393367028
2014-04-24,,-0.27255915743329895,-0.1980514093503087
2014-04-25,,-0.2718964704161728,-0.19822512125210076
2014-04-26,,-0.2712337833990467,-0.19839877503131323
2014-04-27,,-0.27057109638192056,-0.19857237067718053
2014-04-28,,-0.2699084093647945,-0.19874590817893678
2014-04-29,,-0.26924572234766836,-0.19891938752581648
2014-04-30,,-0.26858303533054223,-0.19909280870705393
2014-05-01,,-0.2679203483134161,-0.19926617171188338
2014-05-02,,-0.26725766129629,-0.1994394765295392
2014-05-03,,-0.26659497427916384,-0.1996127231492557
2014-05-04,,-0.2659322872620377,-0.1997859115602672
2014-05-05,-0.2652696002449116,-0.2652696002449116,-0.2652696002449116
2014-05-06,,-0.314647194544155,-0.20013211371311262
