date,NDWI_original,NDWI_linear,NDWI_spline
2014-01-01,,-0.10188526196237879,-0.04664803984533012
2014-01-02,,-0.10188526196237879,-0.04664117955207191
2014-01-03,,-0.10188526196237879,-0.04663434297282828
2014-01-04,,-0.10188526196237879,-0.0466275300926693
2014-01-05,,-0.10188526196237879,-0.04662074089666501
2014-01-06,-0.10188526196237879,-0.10188526196237879,-0.10188526196237879
2014-01-07,,-0.103167566859916,-0.046607233497400834
2014-01-08,,-0.10444987175745321,-0.04660051526428108
2014-01-09,,-0.1057321766549904,-0.046593820655596335
2014-01-10,,-0.10701448155252762,-0.04658714965641661
2014-01-11,,-0.10829678645006482,-0.04658050225181201
2014-01-12,,-0.10957909134760203,-0.04657387842685261
2014-01-13,,-0.11086139624513924,-0.04656727816660847
2014-01-14,,-0.11214370114267644,-0.04656070145614963
2014-01-15,,-0.11342600604021365,-0.046554148280546215
2014-01-16,,-0.11470831093775086,-0.046547618624868246
2014-01-17,,-0.11599061583528807,-0.046541112474185804
2014-01-18,,-0.11727292073282528,-0.04653462981356897
2014-01-19,,-0.11855522563036247,-0.046528170628087805
2014-01-20,,-0.1198375305278997,-0.04652173490281237
2014-01-21,,-0.12111983542543689,-0.04651532262281275
2014-01-22,-0.1224021403229741,-0.1224021403229741,-0.1224021403229741
2014-01-23,,-0.1152733389390271,-0.04650256833892118
2014-01-24,,-0.10814453755508009,-0.0464962263051694
2014-01-25,,-0.10101573617113309,-0.046489907656973674
2014-01-26,,-0.09388693478718609,-0.04648361237940409
2014-01-27,,-0.08675813340323907,-0.04647734045753075
2014-01-28,,-0.07962933201929207,-0.04647109187642367
2014-01-29,,-0.07250053063534506,-0.04646486662115295
2014-01-30,,-0.06537172925139806,-0.046458664676788664
2014-01-31,,-0.058242927867451055,-0.04645248602840085
2014-02-01,,-0.05111412648350405,-0.04644633066105961
2014-02-02,,-0.04398532509955705,-0.04644019855983499
2014-02-03,,-0.036856523715610046,-0.046434089709797066
2014-02-04,,-0.029727722331663042,-0.04642800409601591
2014-02-05,,-0.02259892094771604,-0.0464219417035616
2014-02-06,,-0.015470119563769036,-0.04641590251750418
2014-02-07,-0.008341318179822033,-0.008341318179822033,-0.008341318179822033
2014-02-08,,-0.010441547851602175,-0.046403893704860304
2014-02-09,,-0.012541777523382317,-0.046397924048414
2014-02-10,,-0.014642007195162461,-0.04639197753864487
2014-02-11,,-0.0167422368669426,-0.04638605416062299
2014-02-12,,-0.018842466538722746,-0.04638015389941842
2014-02-13,,-0.02094269621050289,-0.04637427674010123
2014-02-14,,-0.02304292588228303,-0.0463684226677415
2014-02-15,,-0.025143155554063174,-0.04636259166740927
2014-02-16,,-0.027243385225843318,-0.04635678372417463
2014-02-17,,-0.02934361489762346,-0.04635099882310766
2014-02-18,,-0.031443844569403606,-0.04634523694927842
2014-02-19,,-0.03354407424118375,-0.04633949808775694
2014-02-20,,-0.03564430391296389,-0.04633378222361335
2014-02-21,,-0.03774453358474403,-0.04632808934191768
2014-02-22,,-0.039844763256524175,-0.046322419427740014
2014-02-23,-0.041944992928304316,-0.041944992928304316,-0.041944992928304316
2014-02-24,,-0.04300725347785287,-0.04631114844221894
2014-02-25,,-0.044069514027401425,-0.04630554734101568
2014-02-26,,-0.04513177457694998,-0.04629996914761069
2014-02-27,,-0.04619403512649853,-0.04629441384707404
2014-02-28,,-0.04725629567604708,-0.0462888814244758
2014-03-01,,-0.04831855622559564,-0.04628337186488605
2014-03-02,,-0.04938081677514419,-0.046277885153374825
2014-03-03,,-0.05044307732469275,-0.04627242127501223
2014-03-04,,-0.0515053378742413,-0.04626698021486832
2014-03-05,,-0.05256759842378986,-0.04626156195801315
2014-03-06,,-0.05362985897333841,-0.04625616648951681
2014-03-07,,-0.05469211952288697,-0.04625079379444936
2014-03-08,,-0.05575438007243552,-0.04624544385788087
2014-03-09,,-0.05681664062198407,-0.046240116664881405
2014-03-10,,-0.057878901171532625,-0.04623481220052104
2014-03-11,-0.05894116172108118,-0.05894116172108118,-0.05894116172108118
2014-03-12,,-0.0572329700595176,-0.04622427139799785
2014-03-13,,-0.055524778397954014,-0.046219035029975174
2014-03-14,,-0.053816586736390434,-0.046213821330871874
2014-03-15,,-0.05210839507482685,-0.046208630285758
2014-03-16,,-0.05040020341326327,-0.04620346187970365
2014-03-17,,-0.04869201175169968,-0.04619831609777886
2014-03-18,,-0.0469838200901361,-0.04619319292505371
2014-03-19,,-0.04527562842857252,-0.0461880923465983
2014-03-20,,-0.04356743676700894,-0.046183014347482634
2014-03-21,,-0.04185924510544535,-0.04617795891277683
2014-03-22,,-0.04015105344388177,-0.04617292602755096
2014-03-23,,-0.03844286178231819,-0.04616791567687506
2014-03-24,,-0.03673467012075461,-0.04616292784581922
2014-03-25,,-0.035026478459191025,-0.04615796251945352
2014-03-26,,-0.03331828679762744,-0.04615301968284796
2014-03-27,-0.03161009513606386,-0.03161009513606386,-0.03161009513606386
2014-03-28,,-0.0309107597928847,-0.046143201419197775
2014-03-29,,-0.03021142444970554,-0.04613832596229323
2014-03-30,,-0.02951208910652638,-0.04613347293542916
2014-03-31,,-0.028812753763347222,-0.046128642323675625
2014-04-01,,-0.02811341842016806,-0.046123834112102684
2014-04-02,,-0.0274140830769889,-0.04611904828578042
2014-04-03,,-0.02671474773380974,-0.046114284829778904
2014-04-04,,-0.02601541239063058,-0.0461095437291682
2014-04-05,,-0.025316077047451424,-0.04610482496901835
2014-04-06,,-0.024616741704272263,-0.04610012853439946
2014-04-07,,-0.023917406361093102,-0.046095454410381584
