date,NDWI_original,NDWI_linear,NDWI_spline
2014-01-01,,-0.037234241078345706,-0.07001524591719108
2014-01-02,,-0.037234241078345706,-0.07024427315178741
2014-01-03,,-0.037234241078345706,-0.07047312490330487
2014-01-04,,-0.037234241078345706,-0.07070180123328033
2014-01-05,,-0.037234241078345706,-0.07093030220325071
2014-01-06,-0.037234241078345706,-0.037234241078345706,-0.037234241078345706
2014-01-07,,-0.05052252238132114,-0.07138677830932368
2014-01-08,,-0.06381080368429656,-0.07161475356850013
2014-01-09,,-0.077099084987272,-0.07184255371381902
2014-01-10,,-0.09038736629024743,-0.07207017880681729
2014-01-11,,-0.10367564759322287,-0.07229762890903182
2014-01-12,,-0.11696392889619829,-0.0725249040819995
2014-01-13,,-0.1302522101991737,-0.07275200438725726
2014-01-14,,-0.14354049150214915,-0.07297892988634196
2014-01-15,,-0.15682877280512458,-0.0732056806407905
2014-01-16,,-0.17011705410810002,-0.07343225671213977
2014-01-17,,-0.18340533541107545,-0.07365865816192668
2014-01-18,,-0.1966936167140509,-0.07388488505168811
2014-01-19,,-0.20998189801702632,-0.07411093744296096
2014-01-20,,-0.22327017932000176,-0.0743368153972821
2014-01-21,,-0.2365584606229772,-0.07456251897618846
2014-01-22,-0.24984674192595263,-0.24984674192595263,-0.24984674192595263
2014-01-23,,-0.22725023322264656,-0.07501340325390439
2014-01-24,,-0.2046537245193405,-0.07523858407578775
2014-01-25,,-0.18205721581603446,-0.07546359076840387
2014-01-26,,-0.1594607071127284,-0.07568842339328968
2014-01-27,,-0.13686419840942232,-0.07591308201198206
2014-01-28,,-0.11426768970611628,-0.0761375666860179
2014-01-29,,-0.09167118100281021,-0.07636187747693411
2014-01-30,,-0.06907467229950415,-0.07658601444626757
2014-01-31,,-0.04647816359619808,-0.07680997765555518
2014-02-01,,-0.023881654892892012,-0.07703376716633384
2014-02-02,,-0.0012851461895859728,-0.07725738304014045
2014-02-03,,0.021311362513720067,-0.07748082533851186
2014-02-04,,0.04390787121702616,-0.07770409412298501
2014-02-05,,0.0665043799203322,-0.07792718945509676
2014-02-06,,0.0891008886236383,-0.07815011139638406
2014-02-07,0.11169739732694435,0.11169739732694435,0.11169739732694435
2014-02-08,,0.10480122628653635,-0.07859543535263273
2014-02-09,,0.09790505524612834,-0.07881783749066791
2014-02-10,,0.09100888420572034,-0.07904006648402621
2014-02-11,,0.08411271316531235,-0.07926212239424446
2014-02-12,,0.07721654212490435,-0.07948400528285965
2014-02-13,,0.07032037108449635,-0.07970571521140854
2014-02-14,,0.06342420004408836,-0.07992725224142813
2014-02-15,,0.05652802900368035,-0.08014861643445528
2014-02-16,,0.049631857963272345,-0.0803698078520269
2014-02-17,,0.04273568692286435,-0.08059082655567985
2014-02-18,,0.035839515882456346,-0.08081167260695103
2014-02-19,,0.028943344842048344,-0.0810323460673774
2014-02-20,,0.02204717380164034,-0.08125284699849576
2014-02-21,,0.015151002761232352,-0.08147317546184306
2014-02-22,,0.008254831720824349,-0.08169333151895618
2014-02-23,0.0013586606804163496,0.0013586606804163496,0.0013586606804163496
2014-02-24,,0.002999234616228006,-0.08213312666062747
2014-02-25,,0.004639808552039662,-0.08235276586825943
2014-02-26,,0.006280382487851318,-0.08257223291580477
2014-02-27,,0.007920956423662974,-0.08279152786480043
2014-02-28,,0.009561530359474631,-0.08301065077678325
2014-03-01,,0.011202104295286286,-0.08322960171329018
2014-03-02,,0.012842678231097943,-0.08344838073585806
2014-03-03,,0.0144832521669096,-0.08366698790602382
2014-03-04,,0.016123826102721256,-0.08388542328532436
2014-03-05,,0.017764400038532913,-0.08410368693529652
2014-03-06,,0.01940497397434457,-0.08432177891747725
2014-03-07,,0.021045547910156222,-0.08453969929340342
2014-03-08,,0.02268612184596788,-0.08475744812461194
2014-03-09,,0.024326695781779536,-0.08497502547263969
2014-03-10,,0.025967269717591192,-0.08519243139902358
2014-03-11,0.02760784365340285,0.02760784365340285,0.02760784365340285
2014-03-12,,0.022890296926184134,-0.0856267292330073
2014-03-13,,0.018172750198965422,-0.08584362126368096
2014-03-14,,0.013455203471746708,-0.0860603421188583
2014-03-15,,0.008737656744527995,-0.08627689186007623
2014-03-16,,0.004020110017309283,-0.08649327054887167
2014-03-17,,-0.0006974367099094325,-0.0867094782467815
2014-03-18,,-0.005414983437128148,-0.08692551501534261
2014-03-19,,-0.01013253016434686,-0.08714138091609189
2014-03-20,,-0.014850076891565572,-0.08735707601056625
2014-03-21,,-0.019567623618784283,-0.08757260036030257
2014-03-22,,-0.024285170346003002,-0.08778795402683776
2014-03-23,,-0.029002717073221714,-0.08800313707170869
2014-03-24,,-0.03372026380044042,-0.08821814955645228
2014-03-25,,-0.03843781052765914,-0.0884329915426054
2014-03-26,,-0.043155357254877846,-0.08864766309170496
2014-03-27,-0.04787290398209657,-0.04787290398209657,-0.04787290398209657
2014-03-28,,-0.05335418456144267,-0.08907649512489098
2014-03-29,,-0.05883546514078877,-0.08929065573205122
2014-03-30,,-0.06431674572013488,-0.08950464614830547
2014-03-31,,-0.06979802629948097,-0.08971846643519064
2014-04-01,,-0.07527930687882706,-0.0899321166542436
2014-04-02,,-0.08076058745817316,-0.09014559686700123
2014-04-03,,-0.08624186803751926,-0.0903589071350005
2014-04-04,,-0.09172314861686537,-0.09057204751977824
2014-04-05,,-0.09720442919621146,-0.09078501808287134
