date,NDVI_original,NDVI_linear,NDVI_spline
2024-01-01,0.10320823529411766,0.10320823529411766,0.10320823529411766
2024-01-02,0.2718278431372549,0.2718278431372549,0.2718278431372549
2024-01-03,0.3449270588235294,0.3449270588235294,0.3449270588235294
2024-01-04,0.016333333333333335,0.016333333333333335,0.016333333333333335
2024-01-05,0.02284627450980392,0.02284627450980392,0.02284627450980392
2024-01-06,0.8462000000000001,0.8462000000000001,0.8462000000000001
2024-01-07,0.6578733333333334,0.6578733333333334,0.6578733333333334
2024-01-08,0.005504313725490196,0.005504313725490196,0.005504313725490196
2024-01-09,0.0267,0.0267,0.0267
2024-01-10,0.8079250980392157,0.8079250980392157,0.8079250980392157
2024-01-11,0.00871529411764706,0.00871529411764706,0.00871529411764706
2024-01-12,0.05030313725490196,0.05030313725490196,0.05030313725490196
2024-01-13,0.04032039215686275,0.04032039215686275,0.04032039215686275
2024-01-14,0.017557647058823532,0.017557647058823532,0.017557647058823532
2024-01-15,0.2616737254901961,0.2616737254901961,0.2616737254901961
2024-01-16,0.02725294117647059,0.02725294117647059,0.02725294117647059
2024-01-17,0.0036301960784313725,0.0036301960784313725,0.0036301960784313725
2024-01-18,0.17519921568627453,0.17519921568627453,0.17519921568627453
2024-01-19,0.04733921568627451,0.04733921568627451,0.04733921568627451
2024-01-20,0.42830274509803923,0.42830274509803923,0.42830274509803923
2024-01-21,0.6564949019607844,0.6564949019607844,0.6564949019607844
2024-01-22,0.25827647058823533,0.25827647058823533,0.25827647058823533
2024-01-23,0.2005,0.2005,0.2005
2024-01-24,0.055870588235294116,0.055870588235294116,0.055870588235294116
2024-01-25,0.08482117647058823,0.08482117647058823,0.08482117647058823
2024-01-26,0.5437,0.5437,0.5437
2024-01-27,0.3177505882352941,0.3177505882352941,0.3177505882352941
2024-01-28,0.6131078431372549,0.6131078431372549,0.6131078431372549
2024-01-29,0.5464717647058824,0.5464717647058824,0.5464717647058824
2024-01-30,0.19523686274509805,0.19523686274509805,0.19523686274509805
2024-01-31,0.3202176470588235,0.3202176470588235,0.3202176470588235
2024-02-01,0.11630666666666667,0.11630666666666667,0.11630666666666667
2024-02-02,0.16636470588235294,0.16636470588235294,0.16636470588235294
2024-02-03,0.2927474509803922,0.2927474509803922,0.2927474509803922
2024-02-04,,0.3226290196078432,0.31010113717830046
2024-02-05,,0.35251058823529413,0.3116075050379617
2024-02-06,0.38239215686274514,0.38239215686274514,0.38239215686274514
2024-02-07,0.7873313725490197,0.7873313725490197,0.7873313725490197
2024-02-08,0.8530066666666667,0.8530066666666667,0.8530066666666667
2024-02-09,0.20524823529411765,0.20524823529411765,0.20524823529411765
2024-02-10,0.4643082352941177,0.4643082352941177,0.4643082352941177
2024-02-11,0.03158901960784314,0.03158901960784314,0.03158901960784314
2024-02-12,0.06465254901960785,0.06465254901960785,0.06465254901960785
2024-02-13,0.0965,0.0965,0.0965
2024-02-14,0.01994117647058824,0.01994117647058824,0.01994117647058824
2024-02-15,0.3105450980392157,0.3105450980392157,0.3105450980392157
2024-02-16,0.06270980392156864,0.06270980392156864,0.06270980392156864
2024-02-17,0.8580235294117647,0.8580235294117647,0.8580235294117647
2024-02-18,0.7941807843137255,0.7941807843137255,0.7941807843137255
2024-02-19,0.16887176470588236,0.16887176470588236,0.16887176470588236
2024-02-20,0.6157905882352941,0.6157905882352941,0.6157905882352941
2024-02-21,0.4520364705882353,0.4520364705882353,0.4520364705882353
2024-02-22,0.08046470588235294,0.08046470588235294,0.08046470588235294
2024-02-23,0.0349,0.0349,0.0349
2024-02-24,0.6888000000000001,0.6888000000000001,0.6888000000000001
2024-02-25,0.006177254901960784,0.006177254901960784,0.006177254901960784
2024-02-26,0.4336698039215686,0.4336698039215686,0.4336698039215686
2024-02-27,0.641443137254902,0.641443137254902,0.641443137254902
2024-02-28,0.2942254901960784,0.2942254901960784,0.2942254901960784
2024-02-29,0.04692901960784314,0.04692901960784314,0.04692901960784314
2024-03-01,0.6569776470588236,0.6569776470588236,0.6569776470588236
2024-03-02,0.3516741176470588,0.3516741176470588,0.3516741176470588
2024-03-03,0.0542086274509804,0.0542086274509804,0.0542086274509804
2024-03-04,0.05466156862745098,0.05466156862745098,0.05466156862745098
2024-03-05,0.01343921568627451,0.01343921568627451,0.01343921568627451
2024-03-06,0.8043015686274511,0.8043015686274511,0.8043015686274511
2024-03-07,0.32401254901960785,0.32401254901960785,0.32401254901960785
2024-03-08,0.009660392156862745,0.009660392156862745,0.009660392156862745
2024-03-09,0.002145098039215686,0.002145098039215686,0.002145098039215686
2024-03-10,0.012274117647058824,0.012274117647058824,0.012274117647058824
2024-03-11,0.04627766323024055,0.04627766323024055,0.04627766323024055
2024-03-12,0.08854666666666666,0.08854666666666666,0.08854666666666666
2024-03-13,0.0004470588235294118,0.0004470588235294118,0.0004470588235294118
2024-03-14,0.37170392156862747,0.37170392156862747,0.37170392156862747
2024-03-15,0.0045490196078431374,0.0045490196078431374,0.0045490196078431374
2024-03-16,0.010067843137254902,0.010067843137254902,0.010067843137254902
2024-03-17,0.6309862745098039,0.6309862745098039,0.6309862745098039
2024-03-18,0.4936501960784314,0.4936501960784314,0.4936501960784314
2024-03-19,0.02818156862745098,0.02818156862745098,0.02818156862745098
2024-03-20,0.1525,0.1525,0.1525
2024-03-21,0.01835058823529412,0.01835058823529412,0.01835058823529412
2024-03-22,0.5708882352941177,0.5708882352941177,0.5708882352941177
2024-03-23,0.0004709803921568627,0.0004709803921568627,0.0004709803921568627
